0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,Year
126,Rui Hachimura,27,LAL,PF,32,27,982,10.9,.610,.433,.128,3.1,10.1,6.7,3.9,0.9,0.8,7.4,15.0,0.9,0.4,1.3,.064,-1.1,-2.0,-3.1,-0.3,,2026
127,Cam Spencer,25,MEM,SG,41,10,973,17.3,.660,.615,.248,2.1,9.7,5.9,32.5,1.4,0.2,14.1,18.1,2.6,0.8,3.4,.168,3.0,0.0,3.0,1.2,,2026
128,P.J. Washington,27,DAL,PF,31,31,972,13.2,.539,.345,.289,4.8,19.6,12.5,8.6,1.6,3.7,13.7,21.2,-0.6,1.5,1.0,.047,-2.0,1.0,-1.0,0.2,,2026
129,Sam Hauser,28,BOS,PF,42,14,969,12.4,.598,.883,.032,3.1,14.6,8.9,7.7,1.2,1.4,7.7,15.1,1.4,0.9,2.3,.114,1.1,-0.5,0.6,0.6,,2026
130,Gary Trent Jr.,27,MIL,SG,40,17,967,7.7,.526,.722,.110,0.6,5.1,2.9,8.8,1.3,0.2,7.1,15.4,-0.1,0.4,0.3,.015,-3.2,-1.6,-4.9,-0.7,,2026
131,Ayo Dosunmu,26,CHI,SG,37,7,967,17.1,.642,.399,.210,2.6,8.1,5.4,19.8,1.4,0.9,9.3,20.2,2.1,0.5,2.6,.129,1.6,-0.9,0.8,0.7,,2026
132,Kyle Filipowski,22,UTA,C,43,15,966,13.0,.548,.349,.294,7.8,22.6,15.0,12.9,1.5,2.0,12.6,18.0,0.6,0.4,1.0,.048,-1.9,-1.0,-2.9,-0.2,,2026
133,Terance Mann,29,BRK,SG,38,35,966,11.4,.554,.401,.236,5.5,10.0,7.6,21.6,1.5,0.9,13.3,13.6,1.2,0.5,1.6,.081,-2.1,-0.2,-2.3,-0.1,,2026
134,Sandro Mamukelashvili,26,TOR,C,44,9,958,18.3,.631,.438,.219,7.8,18.5,13.1,13.1,1.5,2.7,8.4,18.4,2.0,1.3,3.4,.168,2.1,0.6,2.7,1.1,,2026
135,Luguentz Dort,26,OKC,SF,35,35,943,9.0,.549,.734,.095,3.4,11.2,7.5,5.2,1.6,2.1,8.4,13.7,0.3,1.7,2.0,.100,-2.3,1.0,-1.3,0.2,,2026
136,Marcus Smart,31,LAL,SG,33,26,938,10.2,.562,.639,.262,2.8,9.9,6.4,13.2,2.3,1.1,16.5,16.2,0.2,0.7,0.9,.048,-2.7,0.0,-2.6,-0.2,,2026
137,Mark Williams,24,PHO,C,39,35,934,22.9,.701,.004,.480,14.7,24.1,19.3,6.4,2.1,4.1,11.8,17.2,2.9,1.7,4.6,.237,2.0,0.9,2.9,1.2,,2026
138,LaMelo Ball,24,CHO,PG,34,31,928,19.3,.538,.552,.166,4.0,16.5,10.4,46.1,2.2,0.8,15.0,32.7,1.1,0.9,2.0,.105,3.9,-0.7,3.3,1.2,,2026
139,Miles McBride,25,NYK,SG,33,14,925,13.9,.606,.674,.115,2.5,8.0,5.2,13.6,1.4,0.7,7.0,17.4,1.8,0.6,2.4,.124,1.8,-0.4,1.4,0.8,,2026
140,Dennis Schröder,32,SAC,PG,35,12,922,13.8,.529,.392,.310,2.0,11.2,6.5,30.0,1.4,0.5,13.5,22.3,0.4,0.3,0.7,.036,-0.3,-1.7,-2.0,0.0,,2026
141,Kevin Huerter,27,CHI,SF,38,10,918,13.3,.566,.547,.144,2.3,13.9,8.2,14.9,1.6,2.2,10.7,19.8,0.4,0.7,1.2,.061,-1.2,-0.2,-1.4,0.1,,2026
142,Alex Sarr,20,WAS,C,33,33,918,20.6,.566,.203,.249,8.1,20.1,14.1,16.2,1.3,6.8,10.5,25.6,0.9,0.8,1.6,.085,1.8,0.1,1.9,0.9,,2026
143,Jock Landale,30,MEM,C,40,20,917,17.4,.605,.336,.253,14.1,15.5,14.8,11.2,1.1,2.1,9.5,18.6,1.8,1.0,2.9,.149,1.4,-0.5,1.0,0.7,,2026
144,Egor Dёmin,19,BRK,PG,37,30,909,11.7,.561,.703,.115,2.1,12.5,7.0,21.5,1.8,1.2,15.9,19.3,0.1,0.6,0.7,.036,-0.7,-0.5,-1.3,0.2,,2026
145,Klay Thompson,35,DAL,SF,41,8,908,11.9,.536,.720,.070,1.3,10.1,5.8,9.9,0.9,1.4,6.9,22.9,-0.1,0.8,0.7,.036,0.4,-1.1,-0.7,0.3,,2026
146,Svi Mykhailiuk,28,UTA,SF,37,37,908,10.4,.608,.664,.080,3.2,8.5,5.8,11.1,1.0,0.3,9.7,13.6,0.9,-0.2,0.7,.038,-0.4,-1.7,-2.1,0.0,,2026
147,Ace Bailey,19,UTA,SF,37,26,898,10.2,.529,.439,.100,6.6,8.9,7.7,9.6,1.4,1.6,11.4,19.0,-0.1,0.0,-0.1,-0.007,-2.2,-2.5,-4.8,-0.6,,2026
148,Jay Huff,27,IND,C,45,26,897,15.5,.595,.643,.157,5.2,15.7,10.2,9.8,1.1,9.1,10.4,17.1,0.8,1.2,2.0,.105,-0.9,2.1,1.2,0.7,,2026
149,Spencer Jones,24,DEN,SF,39,28,897,9.8,.645,.585,.240,6.0,8.8,7.5,4.7,1.9,1.5,11.3,10.4,1.0,0.6,1.6,.088,-2.1,-0.5,-2.6,-0.1,,2026
150,Isaiah Stewart,24,DET,C,38,11,893,15.0,.614,.336,.278,8.5,17.8,13.2,7.1,0.5,8.5,13.6,16.5,1.0,1.6,2.7,.143,-1.5,1.6,0.1,0.5,,2026
151,Jarrett Allen,27,CLE,C,33,33,889,18.6,.637,.024,.429,8.6,23.2,15.8,10.8,1.7,2.7,12.7,18.6,1.7,1.2,2.9,.156,0.2,0.7,0.9,0.6,,2026
152,Zaccharie Risacher,20,ATL,SF,36,36,887,11.7,.558,.470,.157,4.1,10.6,7.3,8.1,1.7,2.0,8.4,18.6,0.2,0.7,0.9,.050,-2.2,-1.0,-3.2,-0.3,,2026
153,Jusuf Nurkić,31,UTA,C,34,29,887,16.8,.557,.189,.320,11.1,32.0,21.4,24.6,2.4,1.6,19.8,19.2,0.5,0.8,1.3,.072,-0.4,1.3,0.9,0.7,,2026
154,Jordan Goodwin,27,PHO,PG,41,2,886,14.6,.511,.515,.099,9.5,14.9,12.1,14.7,3.2,0.9,11.1,19.1,0.6,1.4,1.9,.105,0.4,1.4,1.8,0.9,,2026
155,Oso Ighodaro,23,PHO,PF,44,7,877,11.8,.611,.006,.341,7.3,17.0,12.1,11.8,2.3,2.6,21.6,11.9,0.5,1.3,1.8,.100,-3.3,2.4,-0.9,0.2,,2026
156,Luke Kornet,30,SAS,C,36,22,874,18.9,.710,.000,.448,13.6,16.6,15.1,10.9,0.9,5.0,7.5,10.8,3.0,1.3,4.3,.234,1.8,2.0,3.7,1.3,,2026
157,Isaac Okoro,25,CHI,SG,35,35,874,9.9,.576,.459,.223,5.1,6.6,5.9,7.6,1.1,1.8,7.9,13.4,0.8,0.4,1.2,.067,-3.1,-1.1,-4.1,-0.5,,2026
158,Kris Murray,25,POR,SF,34,11,874,9.2,.535,.446,.240,7.5,9.5,8.4,6.4,2.2,1.4,13.8,10.4,0.4,0.8,1.2,.065,-2.7,0.8,-1.9,0.0,,2026
159,Tre Johnson,19,WAS,SG,35,17,866,12.1,.576,.520,.147,2.0,10.1,6.0,12.1,1.3,1.1,12.1,20.7,0.3,0.1,0.3,.019,-0.8,-2.0,-2.9,-0.2,,2026
160,Maxime Raynaud,22,SAC,C,37,23,864,14.2,.582,.103,.217,8.5,23.2,15.7,7.4,0.9,1.9,10.2,17.5,0.8,0.5,1.3,.073,-2.0,-1.3,-3.3,-0.3,,2026
161,Zion Williamson,25,NOP,PF,30,23,864,23.8,.626,.007,.575,8.0,13.7,10.8,20.1,1.9,1.9,11.9,28.7,2.1,0.4,2.5,.140,4.0,-0.8,3.2,1.1,,2026
162,Victor Wembanyama,22,SAS,C,30,21,861,27.9,.621,.284,.408,7.6,32.8,20.3,17.2,1.4,8.1,12.1,32.8,1.9,2.0,3.9,.217,5.7,3.4,9.1,2.4,,2026
163,Jordan Clarkson,33,NYK,SG,44,0,859,10.3,.531,.480,.172,4.4,6.0,5.2,9.6,1.2,0.7,10.6,21.6,0.2,0.5,0.6,.034,-2.5,-2.1,-4.6,-0.6,,2026
164,Kentavious Caldwell-Pope,32,MEM,SG,41,13,859,11.5,.546,.502,.211,2.0,10.3,6.2,19.1,1.9,0.9,14.1,17.4,0.3,0.9,1.2,.067,-1.7,0.5,-1.2,0.2,,2026
165,Brice Sensabaugh,22,UTA,SF,41,9,858,13.6,.585,.547,.225,4.4,11.4,7.8,10.9,1.5,0.6,10.9,22.1,0.6,0.0,0.6,.035,-0.2,-2.6,-2.8,-0.2,,2026
166,Cameron Johnson,29,DEN,SF,28,28,857,11.3,.604,.514,.237,2.8,10.1,6.6,10.1,1.0,0.8,9.1,15.2,1.0,0.4,1.4,.079,-0.6,-1.7,-2.3,0.0,,2026
167,Franz Wagner,24,ORL,SF,26,26,854,19.8,.593,.258,.418,5.2,15.3,10.2,17.4,1.6,0.9,8.8,26.2,1.8,0.9,2.7,.151,2.9,0.0,2.9,1.1,,2026
168,Tristan Da Silva,24,ORL,SF,37,13,853,11.7,.560,.497,.127,3.8,13.2,8.5,7.2,1.7,0.8,9.4,17.2,0.4,0.9,1.2,.070,-1.0,-0.2,-1.2,0.2,,2026
169,Nicolas Batum,37,LAC,PF,42,4,847,8.2,.601,.950,.069,2.4,12.2,7.5,5.3,2.0,2.0,13.6,10.0,0.3,0.6,0.9,.051,-1.9,0.4,-1.5,0.1,,2026
170,Giannis Antetokounmpo,31,MIL,PF,29,29,844,33.6,.677,.079,.589,11.3,27.3,19.4,39.2,1.6,2.5,13.7,36.6,3.5,1.1,4.6,.261,8.1,2.3,10.4,2.6,,2026
171,Brandon Williams,26,DAL,PG,38,11,838,15.0,.539,.270,.415,2.9,10.5,6.8,24.5,2.4,0.9,14.7,25.0,0.0,1.1,1.1,.063,-1.7,0.6,-1.0,0.2,,2026
172,Sidy Cissoko,21,POR,SF,39,19,837,7.1,.533,.629,.273,4.3,7.1,5.7,9.2,1.5,1.3,15.5,13.2,0.1,0.5,0.6,.036,-4.0,-0.2,-4.2,-0.5,,2026
173,Isaiah Collier,21,UTA,PG,36,5,837,13.5,.581,.220,.435,1.8,9.2,5.4,39.2,1.5,1.4,22.4,17.6,0.8,0.0,0.8,.049,-0.9,-2.0,-2.9,-0.2,,2026
174,Jerami Grant,31,POR,PF,28,14,834,16.9,.607,.462,.480,4.0,10.4,7.2,13.8,1.1,1.9,11.4,25.2,1.7,0.6,2.2,.128,2.1,-1.1,1.0,0.6,,2026
175,Ron Holland,20,DET,SF,40,5,832,11.4,.501,.356,.281,5.8,17.0,11.5,9.2,3.2,1.7,14.1,18.8,-0.3,1.7,1.3,.077,-3.5,1.8,-1.7,0.1,,2026
176,LeBron James,41,LAL,SF,25,25,830,21.9,.598,.296,.360,2.6,18.2,10.6,34.0,1.5,1.9,13.1,28.2,1.7,0.7,2.4,.139,4.6,0.0,4.6,1.4,,2026
177,Pelle Larsson,24,MIA,SG,36,23,828,12.6,.574,.402,.340,3.2,9.7,6.4,18.5,1.1,0.9,10.0,16.2,1.1,0.7,1.8,.106,-1.2,0.3,-0.9,0.2,,2026
178,Malik Monk,27,SAC,SG,37,0,818,13.7,.576,.471,.176,1.5,9.0,5.2,16.6,1.4,1.4,11.9,23.2,0.3,0.2,0.5,.031,0.1,-1.6,-1.4,0.1,,2026
179,Luke Kennard,29,ATL,SG,40,0,815,13.1,.694,.624,.143,2.1,8.5,5.3,14.0,1.8,0.2,11.5,12.9,1.4,0.6,2.0,.116,-0.4,0.0,-0.4,0.3,,2026
180,Dean Wade,29,CLE,PF,36,15,814,9.6,.534,.741,.184,3.8,15.9,9.8,8.8,1.5,1.6,5.5,10.1,0.7,0.8,1.6,.093,-1.9,0.9,-1.1,0.2,,2026
181,Collin Sexton,27,CHO,SG,35,12,814,17.2,.611,.329,.387,2.3,7.5,4.9,27.0,1.6,0.6,15.6,25.9,1.4,0.5,1.9,.112,1.3,-1.2,0.1,0.4,,2026
182,Brandon Miller,23,CHO,SF,27,27,814,15.3,.542,.480,.220,4.0,11.8,8.0,18.1,1.6,3.0,12.3,29.3,0.2,0.7,0.9,.052,0.2,-1.0,-0.8,0.3,,2026
183,Javonte Green,32,DET,SG,42,4,812,13.0,.587,.556,.269,4.1,11.2,7.7,5.2,3.5,2.0,9.7,14.6,0.8,1.6,2.3,.137,-1.4,2.6,1.2,0.7,,2026
184,Austin Reaves,27,LAL,SG,23,22,812,23.1,.666,.456,.528,2.4,14.6,8.7,28.0,1.3,0.6,14.0,28.5,2.7,0.5,3.2,.187,5.2,-1.0,4.1,1.3,,2026
185,Quinten Post,25,GSW,PF,45,31,811,13.3,.568,.652,.077,6.1,18.8,12.4,11.5,1.2,2.7,10.1,18.6,0.6,1.0,1.6,.096,-0.5,0.2,-0.3,0.3,,2026
186,Josh Okogie,27,HOU,SG,41,25,798,10.0,.557,.539,.267,6.6,9.0,7.8,5.8,2.4,0.9,13.0,12.1,0.6,0.9,1.5,.093,-2.3,1.1,-1.2,0.1,,2026
187,Collin Murray-Boyles,20,TOR,PF,37,13,796,14.9,.585,.194,.239,13.0,13.6,13.3,12.6,2.0,3.2,14.3,15.3,1.0,1.1,2.1,.129,-0.9,1.2,0.3,0.5,,2026
188,Precious Achiuwa,26,SAC,C,38,24,794,14.8,.558,.190,.303,9.8,20.1,14.8,8.1,1.9,2.5,8.1,15.3,0.8,0.6,1.4,.087,-0.8,-0.1,-0.9,0.2,,2026
189,Grayson Allen,30,PHO,SG,27,19,794,15.7,.577,.688,.178,2.5,8.7,5.5,19.0,2.5,1.1,10.4,22.4,1.2,0.9,2.1,.126,1.6,0.4,2.0,0.8,,2026
190,Darius Garland,26,CLE,PG,26,26,792,15.4,.567,.435,.210,1.6,7.0,4.3,33.5,1.3,0.3,15.1,25.3,0.9,0.5,1.3,.081,0.8,-2.5,-1.7,0.0,,2026
191,Caleb Love,24,POR,SG,36,1,788,11.3,.508,.603,.115,2.6,10.8,6.6,17.8,1.3,0.5,10.3,22.5,0.1,0.5,0.6,.035,-1.0,-1.5,-2.5,-0.1,,2026
192,Ryan Kalkbrenner,24,CHO,C,32,26,779,17.6,.775,.013,.348,11.8,16.9,14.4,4.1,1.3,5.6,15.6,11.4,1.7,0.9,2.6,.162,0.1,0.8,0.9,0.6,,2026
193,Ryan Dunn,23,PHO,SF,37,11,776,11.6,.539,.458,.123,8.3,15.4,11.8,11.2,2.2,2.2,14.9,14.2,0.4,1.1,1.5,.092,-2.1,1.2,-0.9,0.2,,2026
194,Jose Alvarado,27,NOP,PG,35,0,776,11.2,.558,.651,.097,1.8,12.3,6.9,19.9,2.2,0.5,15.4,15.7,0.4,0.3,0.7,.044,-1.9,-0.5,-2.4,-0.1,,2026
195,Dominick Barlow,22,PHI,PF,32,29,776,13.9,.616,.254,.286,9.5,13.7,11.6,7.4,1.7,2.7,12.4,13.1,1.1,0.9,2.0,.126,-1.1,0.5,-0.6,0.3,,2026
196,Ben Sheppard,24,IND,SG,34,12,773,8.1,.500,.626,.167,2.9,13.1,7.8,10.8,1.2,0.5,7.2,12.8,0.1,0.5,0.6,.040,-3.4,-0.1,-3.5,-0.3,,2026
197,Kevin Porter Jr.,25,MIL,PG,23,22,773,17.0,.563,.353,.323,2.5,14.4,8.5,32.4,3.1,1.3,18.0,23.9,0.5,0.9,1.4,.089,0.3,0.8,1.1,0.6,,2026
198,Bennedict Mathurin,23,IND,SF,24,24,772,12.4,.577,.457,.382,2.5,16.3,9.2,10.4,1.0,0.5,13.3,23.3,0.1,0.5,0.6,.039,-1.4,-1.6,-3.0,-0.2,,2026
199,Will Richard,23,GSW,SG,40,15,771,12.3,.626,.604,.208,5.5,8.9,7.2,9.5,2.6,0.6,12.1,14.1,1.0,0.9,1.8,.114,-1.4,0.9,-0.5,0.3,,2026
200,Nique Clifford,23,SAC,SG,41,3,765,6.8,.487,.457,.163,4.0,13.8,8.8,9.5,1.4,1.4,16.8,15.0,-0.8,0.3,-0.5,-0.028,-4.9,-0.9,-5.9,-0.7,,2026
201,Gradey Dick,22,TOR,SG,46,1,750,10.4,.541,.539,.232,4.1,10.9,7.5,5.6,2.0,0.7,7.9,17.2,0.2,0.9,1.1,.071,-3.1,-0.3,-3.4,-0.3,,2026
202,Tobias Harris,33,DET,PF,27,27,743,14.2,.567,.375,.239,4.1,14.5,9.3,12.8,1.3,0.9,8.5,19.5,1.0,1.0,2.1,.133,0.2,0.2,0.4,0.5,,2026
203,Justin Champagnie,24,WAS,SF,40,10,740,16.4,.583,.350,.238,11.8,20.5,16.2,7.8,1.9,2.6,8.5,15.2,1.2,0.5,1.7,.112,0.0,-0.9,-0.8,0.2,,2026
204,Dylan Harper,19,SAS,SG,34,0,732,13.6,.502,.275,.211,3.7,12.1,8.0,24.5,2.0,0.9,11.8,23.3,0.1,1.0,1.0,.068,-1.9,0.9,-1.0,0.2,,2026
205,Steven Adams,32,HOU,C,32,11,730,15.9,.535,.000,.583,22.2,19.9,21.0,8.3,1.5,2.5,16.7,12.0,1.1,1.0,2.1,.140,0.0,-0.3,-0.3,0.3,,2026
206,Jordan Walsh,21,BOS,PF,38,20,726,14.4,.669,.425,.203,8.0,18.6,13.3,5.7,2.3,2.5,10.7,11.1,1.4,1.1,2.5,.164,-0.6,1.5,0.8,0.5,,2026
207,Aaron Nesmith,26,IND,SF,24,21,725,9.9,.493,.576,.231,5.1,13.5,9.2,10.2,1.1,1.7,9.6,20.5,-0.4,0.5,0.2,.011,-2.7,-1.4,-4.0,-0.4,,2026
208,Day'Ron Sharpe,24,BRK,C,40,3,723,20.1,.647,.149,.488,14.5,25.7,19.8,21.0,2.7,2.3,20.0,18.4,1.4,1.0,2.4,.156,0.4,1.5,1.9,0.7,,2026
209,Kobe Sanders,23,LAC,SG,35,8,720,7.9,.560,.476,.194,2.7,10.4,6.7,10.4,1.5,0.5,17.8,15.6,-0.2,0.3,0.1,.009,-4.1,-1.0,-5.1,-0.6,,2026
210,Patrick Williams,24,CHI,PF,39,1,719,8.9,.502,.536,.174,3.8,13.1,8.5,8.4,1.8,1.2,11.8,16.8,-0.4,0.6,0.1,.009,-3.2,-1.0,-4.1,-0.4,,2026
211,Aaron Wiggins,27,OKC,SG,31,11,718,13.1,.571,.543,.108,2.9,12.5,7.9,10.0,1.7,2.8,10.5,18.9,0.3,1.3,1.6,.108,0.0,0.6,0.7,0.5,,2026
212,Dru Smith,28,MIA,SG,43,1,715,14.1,.543,.419,.329,4.3,10.2,7.2,19.5,3.9,1.6,14.0,15.9,0.5,1.2,1.7,.117,-1.7,3.6,1.9,0.7,,2026
213,Walter Clayton,22,UTA,PG,39,0,715,11.5,.554,.561,.254,1.9,10.6,6.2,25.1,1.5,1.1,15.6,17.3,0.6,0.0,0.6,.038,-1.3,-1.4,-2.7,-0.1,,2026
214,Yves Missi,21,NOP,C,38,7,713,15.5,.563,.006,.299,16.8,15.1,16.0,8.7,0.9,6.7,13.5,12.5,1.0,0.4,1.5,.098,-1.1,-1.0,-2.1,0.0,,2026
215,Jalen Williams,24,OKC,SG,24,24,711,17.8,.542,.179,.250,2.6,14.3,8.7,27.7,2.2,1.3,11.2,25.5,0.6,1.4,2.0,.138,0.4,1.2,1.6,0.7,,2026
216,Mouhamed Gueye,23,ATL,PF,44,4,710,11.0,.514,.430,.199,7.7,16.4,12.0,7.9,2.4,3.2,11.4,13.4,0.1,0.9,1.0,.068,-3.6,0.7,-2.9,-0.2,,2026
217,Craig Porter Jr.,25,CLE,PG,40,2,707,14.6,.544,.341,.156,8.9,12.9,10.9,21.8,2.5,3.4,17.2,12.6,0.9,0.9,1.8,.124,0.6,2.3,2.8,0.9,,2026
218,Mike Conley,38,MIN,PG,38,8,707,9.5,.525,.742,.271,2.1,8.0,5.1,19.4,1.5,0.9,11.7,11.7,0.8,0.6,1.4,.097,-2.2,0.6,-1.6,0.1,,2026
219,Khris Middleton,34,WAS,SF,29,29,706,11.3,.524,.324,.231,4.2,13.3,8.7,19.3,1.5,1.0,14.5,18.8,0.1,0.2,0.3,.018,-2.8,-1.4,-4.1,-0.4,,2026
220,Isaiah Joe,26,OKC,SG,36,0,705,14.3,.645,.817,.254,2.8,10.9,7.0,8.8,1.2,0.8,7.6,17.7,1.3,1.1,2.5,.167,1.4,-0.1,1.3,0.6,,2026
221,Andre Drummond,32,PHI,C,35,16,701,17.4,.565,.244,.301,18.4,31.0,24.6,5.4,1.3,3.9,12.1,14.9,1.1,1.2,2.3,.157,0.1,-0.5,-0.4,0.3,,2026
222,Jordan Poole,26,NOP,PG,27,6,698,11.7,.537,.618,.294,0.9,6.6,3.7,17.2,1.3,1.2,12.2,25.3,0.1,0.1,0.1,.008,-0.8,-2.6,-3.4,-0.2,,2026
223,RJ Barrett,25,TOR,SF,23,23,698,17.6,.587,.366,.304,2.8,16.0,9.3,18.9,1.3,0.6,8.6,25.6,0.9,0.8,1.7,.119,1.5,-0.7,0.8,0.5,,2026
224,Ziaire Williams,24,BRK,SF,31,4,697,11.4,.582,.706,.290,2.7,9.8,6.1,4.4,2.6,2.2,10.7,17.5,0.2,0.6,0.8,.055,-2.3,0.1,-2.2,0.0,,2026
225,Marvin Bagley III,26,WAS,PF,36,7,696,20.1,.660,.078,.403,14.1,16.8,15.5,11.6,1.3,3.3,13.7,18.9,1.7,0.3,2.0,.139,1.5,-1.1,0.4,0.4,,2026
226,Jalen Smith,25,CHI,C,36,6,690,17.5,.578,.549,.220,11.2,26.8,19.2,9.9,1.0,4.1,10.1,20.0,0.9,0.8,1.7,.119,0.3,-0.9,-0.5,0.3,,2026
227,Paul George,35,PHI,PF,23,23,686,15.5,.553,.488,.237,2.0,17.5,9.6,18.5,2.2,1.6,10.8,22.7,0.6,0.9,1.4,.101,0.5,0.5,1.1,0.5,,2026
228,Keegan Murray,25,SAC,PF,19,18,683,12.0,.502,.355,.147,4.8,14.3,9.5,6.1,1.6,3.9,7.4,18.6,-0.2,0.4,0.2,.015,-2.1,-0.6,-2.7,-0.1,,2026
229,Joel Embiid,31,PHI,C,23,23,682,22.8,.587,.234,.464,7.4,18.6,12.9,19.6,1.0,3.4,12.5,33.4,1.1,0.8,1.9,.134,3.4,-0.3,3.1,0.9,,2026
230,Simone Fontecchio,30,MIA,SF,41,1,677,12.4,.561,.707,.228,4.2,14.6,9.4,11.3,1.3,0.8,10.3,20.3,0.4,0.7,1.1,.079,-0.2,-0.2,-0.3,0.3,,2026
231,Tyus Jones,29,ORL,PG,42,8,675,8.6,.449,.648,.042,1.3,6.2,3.7,18.8,2.2,0.4,7.1,9.7,0.3,0.6,0.9,.067,-2.9,1.3,-1.6,0.1,,2026
232,Keon Ellis,26,SAC,SG,39,5,675,8.9,.520,.681,.162,2.3,6.4,4.3,4.6,3.1,2.5,8.7,13.8,-0.2,0.5,0.3,.021,-3.4,1.1,-2.3,-0.1,,2026
233,Bilal Coulibaly,21,WAS,SG,25,25,664,11.6,.513,.421,.407,3.7,14.9,9.3,12.7,2.6,3.1,14.0,18.0,-0.2,0.5,0.3,.023,-3.3,0.2,-3.2,-0.2,,2026
234,Tyrese Martin,26,BRK,SG,34,6,656,11.8,.527,.592,.109,5.4,12.3,8.7,16.0,1.7,0.6,11.4,18.7,0.1,0.4,0.5,.035,-0.8,-1.3,-2.1,0.0,,2026
235,Ja'Kobe Walter,21,TOR,SG,37,9,654,10.3,.577,.663,.199,4.4,9.0,6.7,6.4,2.4,0.9,8.8,14.0,0.5,0.8,1.2,.092,-2.5,1.0,-1.5,0.1,,2026
236,Jarred Vanderbilt,26,LAL,PF,33,3,653,10.7,.569,.417,.244,10.2,20.5,15.5,8.5,1.9,1.7,21.3,11.8,0.3,0.7,0.9,.068,-2.4,0.1,-2.3,0.0,,2026
237,Herbert Jones,27,NOP,SF,23,23,651,9.5,.502,.473,.158,4.1,10.1,7.1,10.7,2.8,1.0,12.1,15.8,-0.1,0.4,0.3,.019,-3.7,0.0,-3.6,-0.3,,2026
238,Buddy Hield,33,GSW,SG,38,3,646,13.5,.588,.667,.108,4.2,11.7,7.9,12.0,2.4,0.8,12.1,19.4,0.4,0.8,1.2,.088,-0.3,0.2,0.0,0.3,,2026
239,Isaiah Hartenstein,27,OKC,C,24,24,645,19.5,.656,.022,.317,14.4,27.1,21.1,15.1,2.0,2.8,19.6,17.1,1.3,1.6,2.9,.217,0.7,2.3,3.0,0.8,,2026
240,Goga Bitadze,26,ORL,C,38,1,640,20.5,.714,.071,.369,14.2,20.4,17.3,10.6,2.3,6.5,11.8,12.2,1.8,1.2,3.0,.225,0.9,2.7,3.6,0.9,,2026
241,Ryan Nembhard,22,DAL,PG,31,17,638,11.0,.533,.357,.052,1.0,8.7,5.0,35.4,0.5,0.0,18.1,17.6,0.2,0.4,0.7,.050,-2.0,-1.9,-3.9,-0.3,,2026
242,Kelly Oubre Jr.,30,PHI,SF,20,15,638,12.5,.586,.456,.240,3.4,12.5,7.8,6.0,1.8,2.1,10.5,17.6,0.4,0.7,1.1,.083,-1.3,0.1,-1.1,0.1,,2026
243,Lonzo Ball,28,CLE,PG,30,3,636,9.8,.436,.826,.124,4.2,15.8,9.9,23.9,2.8,1.2,20.9,14.0,-0.3,0.8,0.6,.042,-2.8,1.5,-1.3,0.1,,2026
244,Coby White,25,CHI,SG,22,19,627,15.2,.600,.521,.373,1.0,12.0,6.6,23.5,1.3,0.3,16.3,27.3,0.3,0.3,0.7,.050,-0.7,-2.3,-3.1,-0.2,,2026
245,Anthony Davis,32,DAL,PF,20,20,626,21.7,.551,.111,.243,10.8,26.1,18.7,14.9,1.7,4.4,10.0,27.6,0.4,1.2,1.6,.120,1.4,1.1,2.5,0.7,,2026
246,Nikola Jović,22,MIA,PF,33,1,624,10.2,.497,.519,.321,2.8,17.5,10.1,18.7,1.6,1.9,17.2,21.2,-0.7,0.8,0.2,.014,-3.2,0.5,-2.7,-0.1,,2026
247,Sam Merrill,29,CLE,SG,24,15,619,14.9,.676,.813,.148,2.8,7.2,5.0,12.6,1.3,0.4,8.2,17.8,1.5,0.4,1.9,.144,2.0,-0.9,1.1,0.5,,2026
248,Caris LeVert,31,DET,SG,31,0,612,11.7,.541,.490,.260,1.5,8.5,5.0,19.3,2.2,3.2,16.2,18.2,0.1,1.0,1.1,.083,-1.4,1.4,-0.1,0.3,,2026
249,Micah Peavy,24,NOP,SG,38,1,611,9.5,.466,.364,.077,6.1,9.3,7.7,10.0,2.2,0.9,5.6,14.5,0.1,0.2,0.3,.027,-3.6,-1.0,-4.5,-0.4,,2026
250,Brook Lopez,37,LAC,C,36,7,611,9.5,.497,.735,.121,2.6,14.9,8.9,7.1,1.5,5.6,11.4,18.6,-0.5,0.6,0.0,.003,-3.0,-0.2,-3.2,-0.2,,2026
251,Ochai Agbaji,25,TOR,SG,37,13,606,7.3,.489,.386,.171,5.1,10.9,7.9,6.0,1.3,1.6,8.6,13.0,0.0,0.6,0.6,.046,-5.0,-0.1,-5.0,-0.5,,2026
252,Vince Williams Jr.,25,MEM,PG,28,11,605,10.3,.470,.595,.167,3.7,16.0,9.9,28.8,1.6,2.0,19.0,19.0,-0.4,0.8,0.4,.028,-2.2,1.3,-0.9,0.2,,2026
253,Daniel Gafford,27,DAL,C,29,20,602,16.2,.670,.000,.479,10.5,22.2,16.5,5.5,1.8,5.3,18.7,14.6,0.7,1.1,1.8,.147,-2.4,2.1,-0.3,0.3,,2026
254,Jaxson Hayes,25,LAL,C,34,4,599,15.9,.762,.009,.566,10.1,16.8,13.5,6.5,1.0,3.2,11.9,11.6,1.6,0.5,2.0,.163,-0.4,-0.1,-0.5,0.2,,2026
