0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Year
384,Ethan Thompson,26,IND,SG,25,7,17.1,1.8,4.9,.366,1.0,3.1,.312,0.8,1.8,.457,.463,0.5,0.7,.706,0.5,1.3,1.8,1.4,0.6,0.3,0.6,2.0,5.0,,2026
385,Adem Bona,22,PHI,C,64,14,17.5,1.8,3.1,.585,0.0,0.1,.333,1.8,3.0,.593,.590,1.1,1.6,.692,1.8,2.6,4.5,0.4,0.4,1.3,0.8,2.2,4.8,,2026
386,Killian Hayes,24,SAC,PG,17,3,16.5,1.8,5.8,.306,0.7,2.6,.273,1.1,3.2,.333,.367,0.6,0.6,.909,0.1,2.2,2.4,3.5,0.5,0.2,1.2,1.6,4.8,,2026
387,Bez Mbeng,22,UTA,SG,9,3,30.8,1.9,4.4,.425,0.2,1.7,.133,1.7,2.8,.600,.450,0.8,1.2,.636,1.3,2.3,3.7,3.3,1.7,0.4,1.3,3.4,4.8,,2026
388,Anthony Gill,33,WAS,PF,47,2,14.9,2.0,3.4,.600,0.2,0.8,.270,1.8,2.6,.699,.631,0.4,0.5,.750,1.0,1.6,2.6,1.1,0.6,0.4,0.7,1.5,4.7,,2026
389,Pete Nance,25,MIL,PF,41,3,14.1,1.9,3.6,.524,0.9,2.1,.432,1.0,1.4,.661,.653,0.0,0.1,.167,0.5,1.9,2.4,0.8,0.3,0.2,0.5,1.1,4.7,,2026
390,Josh Okogie,27,HOU,SG,70,29,17.6,1.7,3.8,.431,0.8,2.1,.396,0.8,1.7,.475,.541,0.5,0.9,.574,1.0,1.5,2.5,0.8,0.8,0.2,0.5,1.4,4.7,,2026
391,Tyrese Proctor,21,CLE,PG,44,1,10.2,1.6,4.1,.394,0.8,2.5,.333,0.8,1.6,.486,.494,0.7,0.8,.879,0.2,0.9,1.0,1.3,0.4,0.0,0.6,1.2,4.7,,2026
392,Lonzo Ball,28,CLE,PG,35,3,20.8,1.5,5.0,.301,1.1,4.2,.272,0.4,0.8,.448,.415,0.4,0.6,.667,0.7,3.3,4.0,3.9,1.3,0.3,1.5,1.3,4.6,,2026
393,Malaki Branham,22,WAS,SG,28,0,9.8,1.5,3.3,.473,0.5,1.3,.378,1.0,1.9,.537,.549,1.0,1.2,.824,0.4,1.1,1.6,0.8,0.4,0.1,0.5,0.8,4.6,,2026
394,Branden Carlson,26,OKC,C,37,2,10.3,1.9,3.6,.519,0.6,1.7,.339,1.3,2.0,.671,.596,0.2,0.5,.529,0.6,1.9,2.5,0.6,0.2,0.5,0.4,0.8,4.6,,2026
395,Josh Green,25,CHO,SG,51,0,16.3,1.5,3.3,.462,1.0,2.5,.417,0.5,0.8,.595,.618,0.5,0.5,.893,0.8,1.0,1.9,0.9,0.6,0.1,0.6,1.2,4.6,,2026
396,Mouhamed Gueye,23,ATL,PF,71,8,15.5,1.8,3.8,.458,0.5,1.7,.317,1.2,2.2,.569,.527,0.5,0.9,.639,1.2,2.4,3.6,0.9,0.8,0.5,0.5,1.7,4.6,,2026
397,Jase Richardson,20,ORL,SG,49,0,11.4,1.7,3.6,.469,0.6,1.6,.359,1.1,2.0,.556,.548,0.6,0.8,.750,0.4,0.8,1.2,1.2,0.3,0.0,0.5,1.0,4.6,,2026
398,Jeremiah Robinson-Earl,25,2TM,PF,22,3,16.4,1.7,4.5,.370,0.5,1.9,.244,1.2,2.7,.458,.420,0.8,0.8,.944,1.6,3.0,4.7,0.7,0.4,0.0,0.5,1.2,4.6,,2026
398,Jeremiah Robinson-Earl,25,IND,PF,17,3,17.6,1.7,4.9,.349,0.5,1.9,.242,1.2,2.9,.420,.398,0.8,0.8,.929,1.9,3.3,5.2,0.7,0.4,0.1,0.6,1.4,4.6,,2026
398,Jeremiah Robinson-Earl,25,DAL,PF,5,0,12.2,1.6,3.4,.471,0.4,1.6,.250,1.2,1.8,.667,.529,0.8,0.8,1.000,0.8,2.2,3.0,0.6,0.4,0.0,0.4,0.6,4.4,,2026
399,PJ Hall,23,2TM,C,19,2,11.3,1.6,3.1,.508,0.2,0.3,.600,1.4,2.8,.500,.534,1.2,1.5,.793,1.7,2.2,3.9,0.5,0.2,0.5,0.8,1.2,4.5,,2026
399,PJ Hall,23,MEM,C,7,0,3.9,0.7,1.3,.556,0.1,0.4,.333,0.6,0.9,.667,.611,0.3,0.4,.667,0.4,0.9,1.3,0.3,0.0,0.3,0.1,0.4,1.9,,2026
399,PJ Hall,23,CHO,C,12,2,15.6,2.1,4.2,.500,0.2,0.2,1.000,1.9,4.0,.479,.520,1.8,2.2,.808,2.5,3.0,5.5,0.7,0.3,0.7,1.3,1.6,6.1,,2026
400,Jabari Walker,23,PHI,PF,60,6,12.4,1.6,3.5,.448,0.5,1.6,.330,1.1,1.9,.543,.521,0.8,1.1,.750,1.2,1.9,3.1,0.6,0.4,0.2,0.4,1.7,4.5,,2026
401,Gabe Vincent,29,2TM,PG,47,7,17.1,1.5,4.3,.343,1.1,3.4,.333,0.3,0.9,.381,.475,0.4,0.4,.944,0.3,0.7,1.0,1.4,0.5,0.0,0.5,1.5,4.4,,2026
401,Gabe Vincent,29,LAL,PG,29,7,19.3,1.6,4.5,.346,1.3,3.6,.369,0.2,0.9,.259,.492,0.3,0.4,.909,0.2,0.7,0.9,1.3,0.5,0.0,0.4,1.8,4.8,,2026
401,Gabe Vincent,29,ATL,PG,18,0,13.6,1.3,3.9,.338,0.8,3.1,.268,0.5,0.8,.600,.444,0.4,0.4,1.000,0.4,0.7,1.1,1.6,0.6,0.1,0.6,0.9,3.9,,2026
402,DeAndre Jordan,37,NOP,C,12,7,16.6,1.8,2.7,.656,0.0,0.0,,1.8,2.7,.656,.656,0.9,1.4,.647,2.2,4.2,6.3,0.9,0.3,0.8,0.8,1.3,4.4,,2026
403,Tyler Kolek,24,NYK,PG,59,1,11.8,1.7,4.0,.432,0.7,1.8,.376,1.0,2.2,.480,.519,0.2,0.3,.667,0.3,1.3,1.6,2.7,0.4,0.1,0.9,1.1,4.4,,2026
404,Liam McNeeley,20,CHO,SF,30,0,12.1,1.3,3.1,.404,0.8,2.0,.400,0.5,1.1,.412,.532,1.1,1.3,.821,0.4,2.0,2.4,0.8,0.2,0.1,0.4,1.2,4.4,,2026
405,Craig Porter Jr.,25,CLE,PG,58,2,17.7,1.8,4.0,.444,0.5,1.4,.361,1.3,2.6,.490,.509,0.3,0.6,.556,1.3,2.0,3.3,3.2,0.9,0.6,0.9,1.1,4.4,,2026
406,Jarred Vanderbilt,26,LAL,PF,58,3,17.5,1.7,3.7,.465,0.5,1.5,.307,1.2,2.2,.576,.528,0.5,0.8,.638,1.3,3.2,4.5,1.2,0.8,0.3,0.8,1.7,4.4,,2026
407,Rayan Rupert,21,2TM,SG,60,5,15.5,1.6,4.1,.393,0.7,1.9,.342,1.0,2.2,.436,.472,0.4,0.6,.735,0.6,1.9,2.5,0.8,0.8,0.1,0.7,1.8,4.3,,2026
407,Rayan Rupert,21,POR,SG,48,0,12.0,1.1,3.1,.361,0.5,1.5,.310,0.6,1.6,.408,.435,0.2,0.3,.643,0.5,1.3,1.8,0.7,0.6,0.0,0.6,1.3,2.9,,2026
407,Rayan Rupert,21,MEM,SG,12,5,29.2,3.7,8.3,.440,1.4,3.6,.395,2.3,4.8,.474,.525,1.3,1.7,.800,1.1,4.3,5.3,1.2,1.4,0.3,1.1,4.1,10.1,,2026
408,Jamal Cain,26,ORL,SF,32,1,10.1,1.5,3.3,.439,0.6,1.6,.373,0.9,1.8,.500,.528,0.8,0.9,.857,0.6,1.0,1.6,0.6,0.2,0.1,0.5,1.2,4.3,,2026
409,Yanic Konan Niederhäuser,22,LAC,C,41,0,10.3,1.6,2.4,.640,0.0,0.1,.200,1.5,2.3,.663,.645,1.1,1.5,.758,0.9,2.0,2.9,0.3,0.1,0.7,0.6,1.6,4.3,,2026
410,Skal Labissière,29,WAS,PF,3,0,12.7,2.0,3.3,.600,0.3,1.7,.200,1.7,1.7,1.000,.650,0.0,0.0,,1.0,2.0,3.0,1.0,0.7,0.3,0.3,1.0,4.3,,2026
411,Dereck Lively II,21,DAL,C,7,4,16.4,1.6,2.6,.611,0.0,0.0,,1.6,2.6,.611,.611,1.1,1.4,.800,2.0,3.3,5.3,1.9,0.6,1.6,1.4,3.0,4.3,,2026
412,Grant Nelson,23,BRK,PF,4,0,8.8,1.3,2.3,.556,0.0,0.0,,1.3,2.3,.556,.556,1.8,2.5,.700,0.3,1.3,1.5,1.3,0.3,1.3,1.0,1.5,4.3,,2026
413,Jericho Sims,27,MIL,C,59,14,18.2,1.9,2.4,.827,0.0,0.0,,1.9,2.4,.827,.827,0.4,0.7,.605,1.9,3.2,5.0,1.2,0.2,0.2,1.1,1.9,4.3,,2026
414,DaRon Holmes,23,DEN,PF,21,6,9.4,1.4,2.8,.517,0.9,2.0,.452,0.5,0.8,.688,.681,0.4,0.5,.818,0.3,1.1,1.4,0.8,0.0,0.2,0.5,0.9,4.2,,2026
415,Dalton Knecht,24,LAL,SF,48,1,10.6,1.6,3.6,.448,0.6,2.1,.307,1.0,1.5,.644,.537,0.3,0.4,.700,0.3,1.1,1.4,0.3,0.2,0.2,0.4,0.8,4.2,,2026
416,Noah Penda,21,ORL,SF,54,2,13.6,1.5,3.7,.414,0.6,1.6,.337,1.0,2.0,.477,.490,0.6,0.9,.688,1.2,2.2,3.4,1.2,0.6,0.3,0.8,1.3,4.2,,2026
417,Nicolas Batum,37,LAC,PF,69,6,18.1,1.3,3.3,.398,1.3,3.2,.398,0.1,0.1,.400,.589,0.1,0.2,.818,0.3,2.3,2.6,0.9,0.7,0.3,0.5,1.4,4.1,,2026
418,Mike Conley,38,MIN,PG,49,11,18.1,1.2,3.9,.312,0.9,3.0,.303,0.3,0.9,.341,.429,0.8,0.9,.891,0.3,1.4,1.8,3.0,0.6,0.3,0.6,1.4,4.1,,2026
419,Kam Jones,23,IND,SG,30,7,15.4,1.7,4.1,.415,0.6,1.8,.309,1.1,2.3,.500,.484,0.1,0.3,.500,0.3,1.1,1.4,2.7,0.5,0.0,0.9,1.0,4.1,,2026
420,Terrence Shannon Jr.,25,MIN,SG,35,1,11.5,1.3,3.2,.402,0.6,1.5,.404,0.7,1.7,.400,.496,0.9,1.2,.762,0.3,0.8,1.1,0.7,0.3,0.0,0.5,1.2,4.1,,2026
421,RayJ Dennis,24,3TM,PG,16,0,11.3,1.4,4.6,.301,0.8,2.4,.308,0.6,2.1,.294,.384,0.5,0.6,.889,0.5,0.9,1.4,1.9,0.3,0.3,0.9,1.1,4.0,,2026
421,RayJ Dennis,24,IND,PG,13,0,12.9,1.7,5.5,.306,0.9,2.9,.316,0.8,2.6,.294,.389,0.6,0.7,.889,0.6,1.0,1.6,2.0,0.2,0.3,1.1,1.2,4.9,,2026
421,RayJ Dennis,24,LAC,PG,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,2026
421,RayJ Dennis,24,ATL,PG,2,0,4.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.5,0.0,0.0,0.5,0.0,,2026
422,Tony Bradley,28,IND,C,38,3,10.9,1.6,2.8,.557,0.0,0.1,.500,1.5,2.7,.558,.561,0.8,1.1,.744,1.5,1.3,2.8,0.5,0.2,0.2,0.4,1.6,4.0,,2026
423,Carter Bryant,20,SAS,PF,63,0,10.9,1.4,3.6,.393,0.7,2.1,.318,0.8,1.5,.495,.485,0.4,0.6,.711,0.5,2.0,2.5,0.5,0.2,0.3,0.4,1.2,4.0,,2026
424,Brandon Clarke,29,MEM,PF,2,2,10.0,1.5,4.5,.333,0.0,0.0,,1.5,4.5,.333,.333,1.0,2.0,.500,2.0,1.0,3.0,0.5,1.0,0.0,0.0,2.5,4.0,,2026
425,Rasheer Fleming,21,PHO,PF,48,0,11.4,1.4,3.6,.399,0.8,2.2,.349,0.7,1.4,.478,.506,0.3,0.6,.571,1.1,1.2,2.3,0.2,0.3,0.4,0.4,1.1,4.0,,2026
426,Taj Gibson,40,MEM,C,7,0,9.3,1.4,2.6,.556,0.4,0.7,.600,1.0,1.9,.538,.639,0.7,0.9,.833,0.9,1.3,2.1,0.6,0.3,0.1,0.1,1.4,4.0,,2026
427,John Konchar,29,2TM,SG,49,7,18.3,1.5,3.1,.481,0.4,1.7,.259,1.1,1.5,.726,.549,0.4,0.6,.710,1.0,2.7,3.8,1.7,1.3,0.6,0.6,1.3,3.9,,2026
427,John Konchar,29,MEM,SG,30,1,14.5,1.2,2.4,.521,0.4,1.3,.333,0.8,1.1,.750,.613,0.3,0.4,.615,0.7,2.4,3.1,1.3,1.0,0.4,0.5,1.0,3.2,,2026
427,John Konchar,29,UTA,SG,19,6,24.4,1.9,4.4,.446,0.4,2.2,.190,1.5,2.2,.707,.494,0.7,0.9,.778,1.6,3.3,4.8,2.2,1.7,0.9,0.7,1.9,5.1,,2026
428,Jaylen Clark,24,MIN,SG,62,0,12.6,1.4,3.2,.431,0.4,1.4,.310,1.0,1.8,.522,.497,0.7,1.1,.657,0.8,1.0,1.8,0.5,0.6,0.1,0.3,1.2,3.9,,2026
429,Myron Gardner,24,MIA,SF,41,7,9.6,1.4,2.9,.479,0.6,1.6,.406,0.8,1.3,.564,.588,0.5,0.6,.731,0.9,1.9,2.9,1.0,0.5,0.2,0.4,1.8,3.9,,2026
430,Hugo González,19,BOS,SF,69,3,15.0,1.6,3.4,.470,0.6,1.6,.355,1.0,1.8,.573,.553,0.2,0.4,.500,0.9,2.6,3.4,0.6,0.6,0.3,0.5,1.7,3.9,,2026
431,Jordan Hawkins,23,NOP,SG,46,0,12.3,1.4,4.2,.330,0.8,2.4,.315,0.6,1.8,.349,.420,0.3,0.4,.800,0.3,1.2,1.5,0.7,0.2,0.2,0.5,0.5,3.9,,2026
432,A.J. Lawson,25,TOR,SG,16,0,8.4,1.3,3.0,.438,0.8,1.8,.429,0.6,1.3,.450,.563,0.6,0.6,1.000,0.4,1.3,1.7,0.3,0.4,0.2,0.3,1.2,3.9,,2026
433,Caleb Martin,30,DAL,SF,58,12,14.8,1.5,3.3,.450,0.3,1.0,.351,1.1,2.3,.492,.503,0.6,1.1,.607,0.5,2.0,2.5,1.4,0.7,0.3,0.7,1.5,3.9,,2026
434,Taelon Peter,23,IND,SG,31,0,11.2,1.4,3.6,.375,1.0,3.1,.320,0.4,0.5,.733,.513,0.2,0.4,.538,0.2,1.2,1.4,1.0,0.5,0.1,0.6,0.7,3.9,,2026
435,Micah Peavy,24,NOP,SG,55,1,13.2,1.6,4.2,.377,0.4,1.7,.231,1.2,2.5,.471,.422,0.2,0.3,.684,0.7,1.0,1.8,0.9,0.6,0.1,0.3,1.3,3.8,,2026
436,Patrick Baldwin Jr.,23,3TM,SF,9,1,11.3,1.2,3.0,.407,0.7,1.6,.429,0.6,1.4,.385,.519,0.6,0.8,.714,1.3,1.2,2.6,0.6,0.3,0.6,0.6,1.7,3.7,,2026
436,Patrick Baldwin Jr.,23,LAC,SF,2,0,6.0,1.5,2.0,.750,1.0,1.5,.667,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.5,1.0,5.0,,2026
436,Patrick Baldwin Jr.,23,PHI,SF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026
436,Patrick Baldwin Jr.,23,SAC,SF,6,1,14.7,1.3,3.8,.348,0.7,1.8,.364,0.7,2.0,.333,.435,0.5,0.8,.600,2.0,1.5,3.5,0.8,0.5,0.8,0.7,2.2,3.8,,2026
437,Dalen Terry,23,2TM,SG,47,0,11.6,1.4,3.3,.435,0.5,1.4,.364,0.9,1.9,.489,.513,0.3,0.6,.552,0.5,1.3,1.8,1.4,0.6,0.3,0.6,1.0,3.7,,2026
437,Dalen Terry,23,CHI,SG,34,0,11.1,1.3,3.0,.441,0.6,1.4,.413,0.8,1.6,.464,.534,0.3,0.5,.529,0.6,1.3,1.9,1.3,0.6,0.3,0.6,1.0,3.5,,2026
437,Dalen Terry,23,PHI,SG,13,0,13.0,1.7,4.0,.423,0.4,1.5,.250,1.3,2.5,.531,.471,0.5,0.9,.583,0.5,1.1,1.5,1.8,0.5,0.3,0.4,1.2,4.3,,2026
438,Clint Capela,31,HOU,C,67,2,12.5,1.6,3.0,.515,0.0,0.0,,1.6,3.0,.515,.515,0.6,1.0,.597,2.1,2.5,4.7,0.7,0.5,0.9,0.6,1.0,3.7,,2026
439,Moussa Cisse,23,DAL,C,34,1,12.5,1.4,2.4,.590,0.0,0.0,,1.4,2.4,.590,.590,0.9,1.9,.439,2.0,2.9,4.9,0.2,0.4,1.1,0.7,1.8,3.7,,2026
440,Keshad Johnson,24,MIA,SF,27,0,7.8,1.3,3.0,.439,0.4,1.4,.316,0.9,1.6,.545,.512,0.6,0.9,.680,0.7,1.1,1.9,0.1,0.4,0.3,0.4,0.8,3.7,,2026
441,Zeke Nnaji,25,DEN,PF,49,3,11.9,1.3,2.9,.471,0.3,1.0,.265,1.1,1.9,.582,.518,0.7,0.9,.773,0.6,2.0,2.6,0.5,0.3,0.4,0.5,1.3,3.7,,2026
442,Mohamed Diawara,20,NYK,SF,64,6,8.9,1.3,3.0,.431,0.8,1.9,.400,0.6,1.2,.480,.554,0.2,0.3,.706,0.2,1.1,1.4,0.7,0.2,0.1,0.4,0.7,3.6,,2026
443,Ron Harper Jr.,25,BOS,SF,25,2,10.5,1.3,3.2,.407,0.9,2.5,.349,0.4,0.7,.611,.543,0.0,0.1,.500,0.6,1.0,1.6,0.6,0.2,0.4,0.2,0.8,3.6,,2026
444,Keaton Wallace,26,ATL,PG,49,2,10.0,1.3,3.1,.418,0.8,1.9,.402,0.6,1.2,.443,.539,0.2,0.3,.643,0.1,1.0,1.0,1.7,0.4,0.1,0.5,0.9,3.6,,2026
445,Trayce Jackson-Davis,25,2TM,C,49,1,9.8,1.4,2.4,.567,0.0,0.0,1.000,1.4,2.4,.563,.571,0.7,1.4,.514,1.3,1.6,2.8,0.8,0.3,0.5,0.4,0.9,3.5,,2026
445,Trayce Jackson-Davis,25,GSW,C,36,1,11.4,1.7,2.8,.588,0.0,0.0,1.000,1.6,2.8,.584,.593,0.8,1.4,.558,1.3,1.8,3.1,0.9,0.4,0.5,0.5,1.1,4.2,,2026
445,Trayce Jackson-Davis,25,TOR,C,13,0,5.4,0.6,1.4,.444,0.0,0.0,,0.6,1.4,.444,.444,0.5,1.4,.389,1.2,0.8,2.1,0.5,0.3,0.3,0.3,0.2,1.8,,2026
446,Tolu Smith,25,DET,PF,11,0,9.0,1.2,2.3,.520,0.0,0.0,,1.2,2.3,.520,.520,1.2,1.6,.722,1.4,1.9,3.3,0.7,0.2,0.5,0.5,1.5,3.5,,2026
447,Jeremy Sochan,22,2TM,PF,40,0,10.6,1.4,2.9,.491,0.2,1.0,.237,1.2,2.0,.615,.530,0.4,0.5,.700,0.8,1.5,2.3,0.9,0.4,0.2,0.5,1.4,3.4,,2026
447,Jeremy Sochan,22,SAS,PF,28,0,12.8,1.7,3.5,.475,0.3,1.3,.257,1.4,2.3,.594,.520,0.4,0.6,.688,0.9,1.7,2.6,1.0,0.4,0.2,0.6,1.8,4.1,,2026
447,Jeremy Sochan,22,NYK,PF,12,0,5.5,0.8,1.4,.588,0.0,0.3,.000,0.8,1.2,.714,.588,0.3,0.3,.750,0.4,1.2,1.6,0.5,0.4,0.1,0.2,0.4,1.9,,2026
448,Drew Timme,25,LAL,PF,21,0,8.5,1.4,2.4,.588,0.4,0.9,.421,1.0,1.5,.688,.667,0.2,0.3,.571,0.4,0.9,1.3,0.8,0.2,0.0,0.3,0.6,3.4,,2026
449,Jamison Battle,24,TOR,SF,55,2,9.0,1.2,2.5,.500,0.6,1.5,.422,0.6,1.0,.623,.629,0.1,0.2,.667,0.3,1.2,1.6,0.4,0.1,0.1,0.3,0.8,3.3,,2026
450,Jayson Kent,23,POR,SF,3,0,6.3,1.3,2.0,.667,0.3,1.0,.333,1.0,1.0,1.000,.750,0.3,0.3,1.000,0.0,1.3,1.3,0.0,0.3,0.3,0.0,0.3,3.3,,2026
451,Larry Nance Jr.,33,CLE,PF,30,2,11.9,1.3,3.3,.388,0.6,1.8,.358,0.6,1.5,.422,.485,0.1,0.2,.571,0.8,1.7,2.5,0.9,0.5,0.1,0.5,1.6,3.3,,2026
452,Sean Pedulla,23,LAC,PG,4,0,5.8,1.3,3.3,.385,0.8,2.3,.333,0.5,1.0,.500,.500,0.0,0.0,,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.8,3.3,,2026
453,Dwight Powell,34,DAL,C,55,10,13.7,1.0,1.6,.663,0.0,0.1,.333,1.0,1.5,.675,.669,1.2,1.7,.667,1.4,2.3,3.7,0.9,0.5,0.3,0.6,2.0,3.3,,2026
454,Isaiah Stevens,25,SAC,PG,3,0,14.3,1.0,2.3,.429,0.0,0.3,.000,1.0,2.0,.500,.429,1.3,1.3,1.000,0.7,0.3,1.0,3.3,1.7,0.0,0.7,0.7,3.3,,2026
455,James Wiseman,24,IND,C,4,1,14.5,1.5,2.5,.600,0.0,0.0,,1.5,2.5,.600,.600,0.3,0.5,.500,1.3,0.8,2.0,0.8,0.0,0.3,1.3,2.5,3.3,,2026
456,Riley Minix,25,2TM,SF,6,0,3.8,1.3,2.0,.667,0.5,1.0,.500,0.8,1.0,.833,.792,0.0,0.0,,0.3,0.5,0.8,0.7,0.2,0.0,0.3,0.5,3.2,,2026
456,Riley Minix,25,SAS,SF,3,0,2.7,1.3,2.0,.667,0.3,1.0,.333,1.0,1.0,1.000,.750,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,3.0,,2026
456,Riley Minix,25,CLE,SF,3,0,5.0,1.3,2.0,.667,0.7,1.0,.667,0.7,1.0,.667,.833,0.0,0.0,,0.3,0.7,1.0,1.0,0.0,0.0,0.7,0.7,3.3,,2026
457,Kelly Olynyk,34,SAS,C,41,0,8.7,1.1,2.3,.495,0.3,1.1,.261,0.9,1.2,.714,.558,0.7,0.9,.711,0.6,1.2,1.8,1.2,0.4,0.1,0.6,1.0,3.2,,2026
458,Nikola Topić,20,OKC,PG,5,0,10.6,1.4,3.2,.438,0.4,1.0,.400,1.0,2.2,.455,.500,0.0,0.0,,0.4,1.2,1.6,2.0,0.0,0.0,2.2,0.8,3.2,,2026
459,Cam Christie,20,LAC,SG,49,0,9.3,1.0,2.7,.392,0.2,1.0,.245,0.8,1.7,.481,.438,0.8,1.0,.760,0.4,1.1,1.5,0.6,0.3,0.1,0.4,0.4,3.1,,2026
460,Dorian Finney-Smith,32,HOU,PF,35,1,16.9,1.1,3.4,.317,0.7,2.7,.269,0.4,0.8,.481,.421,0.2,0.2,.857,0.9,1.6,2.5,1.0,0.4,0.2,0.6,1.7,3.1,,2026
461,Miles Kelly,23,DAL,PG,14,0,9.6,1.1,3.1,.364,0.7,2.4,.303,0.4,0.8,.545,.477,0.1,0.1,1.000,0.4,1.4,1.7,0.9,0.3,0.1,0.4,0.9,3.1,,2026
462,Mark Sears,23,MIL,PG,7,0,3.7,0.9,1.9,.462,0.6,1.1,.500,0.3,0.7,.400,.615,0.9,1.1,.750,0.1,0.1,0.3,0.3,0.0,0.0,0.6,0.6,3.1,,2026
463,Adama-Alpha Bal,22,MEM,,1,0,28.0,1.0,8.0,.125,1.0,5.0,.200,0.0,3.0,.000,.188,0.0,0.0,,0.0,2.0,2.0,3.0,2.0,0.0,0.0,5.0,3.0,,2026
464,Kobe Bufkin,22,LAL,SG,11,1,8.2,1.0,3.5,.289,0.3,1.8,.150,0.7,1.6,.444,.329,0.7,0.7,1.000,0.1,0.7,0.8,0.5,0.2,0.3,0.4,0.5,3.0,,2026
465,Yuki Kawamura,24,CHI,PG,11,0,11.0,0.7,2.2,.333,0.5,1.5,.313,0.3,0.7,.375,.438,1.1,1.2,.923,0.5,1.5,1.9,2.9,0.5,0.0,1.0,0.7,3.0,,2026
466,Chris Livingston,22,CLE,SF,3,0,5.7,1.3,2.3,.571,0.0,1.0,.000,1.3,1.3,1.000,.571,0.3,0.3,1.000,0.0,1.0,1.0,0.3,0.3,0.0,0.0,1.3,3.0,,2026
467,Emanuel Miller,25,CHI,PF,5,0,6.6,1.2,2.6,.462,0.4,1.2,.333,0.8,1.4,.571,.538,0.2,0.4,.500,0.2,0.4,0.6,0.8,0.4,0.0,0.0,0.4,3.0,,2026
468,Monte Morris,30,IND,PG,6,0,10.8,1.2,3.3,.350,0.3,1.3,.250,0.8,2.0,.417,.400,0.3,0.7,.500,0.2,1.0,1.2,1.5,0.2,0.2,0.3,0.5,3.0,,2026
469,Antonio Reeves,25,CHO,SG,9,0,7.3,1.1,2.2,.500,0.8,1.4,.538,0.3,0.8,.429,.675,0.0,0.0,,0.2,0.7,0.9,0.2,0.1,0.0,0.1,0.3,3.0,,2026
470,Amir Coffey,28,2TM,SG,43,2,10.2,1.0,2.2,.484,0.3,1.0,.317,0.7,1.2,.615,.554,0.5,0.7,.786,0.4,0.8,1.2,0.6,0.2,0.1,0.1,0.7,2.9,,2026
470,Amir Coffey,28,MIL,SG,30,2,8.8,0.9,1.8,.473,0.2,0.8,.280,0.6,1.0,.633,.536,0.4,0.5,.867,0.2,0.7,0.9,0.4,0.1,0.1,0.1,0.5,2.4,,2026
470,Amir Coffey,28,PHO,SG,13,0,13.2,1.5,2.9,.500,0.5,1.2,.375,1.0,1.7,.591,.579,0.7,1.0,.692,0.9,1.1,2.0,1.0,0.4,0.2,0.2,1.1,4.1,,2026
471,Tyus Jones,29,3TM,PG,64,10,14.6,1.1,3.2,.346,0.6,2.0,.277,0.5,1.2,.467,.434,0.1,0.1,.778,0.2,0.9,1.0,2.4,0.6,0.0,0.3,0.5,2.9,,2026
471,Tyus Jones,29,ORL,PG,48,8,15.7,1.1,3.3,.342,0.6,2.1,.294,0.5,1.2,.429,.437,0.1,0.1,1.000,0.2,0.9,1.1,2.4,0.7,0.1,0.3,0.5,3.0,,2026
471,Tyus Jones,29,DAL,PG,8,2,16.6,1.6,4.3,.382,0.5,2.4,.211,1.1,1.9,.600,.441,0.1,0.3,.500,0.1,1.0,1.1,3.8,0.4,0.0,0.6,0.6,3.9,,2026
471,Tyus Jones,29,DEN,PG,8,0,5.8,0.5,1.6,.308,0.3,1.1,.222,0.3,0.5,.500,.385,0.0,0.1,.000,0.0,0.6,0.6,0.8,0.1,0.0,0.4,0.0,1.3,,2026
472,Joan Beringer,19,MIN,PF,34,1,6.6,1.2,1.9,.636,0.0,0.0,,1.2,1.9,.636,.636,0.4,0.6,.619,0.9,0.9,1.9,0.2,0.1,0.4,0.2,1.1,2.9,,2026
473,David Jones García,24,SAS,SF,11,0,6.2,1.2,2.3,.520,0.3,0.5,.600,0.9,1.8,.500,.580,0.3,0.5,.500,0.4,0.8,1.2,1.6,0.5,0.1,0.5,0.5,2.9,,2026
474,Chris Paul,40,LAC,PG,16,0,14.3,1.1,3.5,.321,0.6,1.9,.333,0.5,1.6,.308,.411,0.1,0.1,.500,0.4,1.4,1.8,3.3,0.7,0.0,1.0,1.4,2.9,,2026
475,Duop Reath,29,POR,C,32,0,8.1,1.0,2.3,.446,0.7,1.7,.418,0.3,0.6,.526,.601,0.2,0.2,.833,0.3,0.9,1.2,0.3,0.2,0.3,0.2,0.9,2.9,,2026
