0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Year
11,Portland Trail Blazers,24.7,42,40,43,39,0.60,-0.21,0.39,108.8,108.2,+0.6,100.5,.332,.019,.547,,.507,14.4,32.5,.239,,.502,15.0,65.9,.223,,Memorial Coliseum,"519,306","12,666",1982
12,Atlanta Hawks*,26.5,42,40,43,39,0.54,0.27,0.81,105.1,104.6,+0.5,95.1,.352,.019,.529,,.476,14.6,32.2,.271,,.473,15.6,67.6,.282,,Omni Coliseum,"314,593","7,673",1982
13,Denver Nuggets*,27.0,46,36,42,40,0.52,-0.40,0.13,114.3,113.9,+0.4,109.8,.389,.019,.578,,.522,14.1,31.8,.310,,.528,13.9,64.3,.213,,McNichols Sports Arena,"456,857","11,143",1982
14,Houston Rockets*,28.3,46,36,41,41,-0.04,-0.36,-0.39,108.3,108.3,0.0,97.2,.302,.024,.520,,.479,13.7,37.8,.220,,.500,14.3,66.1,.209,,The Summit,"480,190","11,713",1982
15,Detroit Pistons,24.4,39,43,39,43,-0.91,0.28,-0.63,105.8,106.6,-0.8,104.3,.349,.029,.534,,.485,16.0,34.8,.262,,.512,16.4,66.9,.224,,Pontiac Silverdome,"391,205","9,908",1982
16,Indiana Pacers,27.0,35,47,36,46,-1.87,0.38,-1.49,102.7,104.6,-1.9,98.7,.304,.044,.516,,.472,14.6,30.5,.225,,.494,15.9,66.3,.221,,Market Square Arena,"309,633","7,552",1982
17,Chicago Bulls,26.5,34,48,36,46,-2.02,0.45,-1.57,106.6,108.6,-2.0,99.0,.378,.032,.557,,.505,17.3,33.6,.290,,.499,13.2,69.0,.207,,Chicago Stadium,"372,613","9,088",1982
18,New York Knicks,28.0,33,49,34,48,-2.67,0.52,-2.15,106.0,108.6,-2.6,99.5,.302,.030,.535,,.495,15.4,33.1,.223,,.508,15.4,66.9,.255,,Madison Square Garden (IV),"451,140","11,003",1982
19,Kansas City Kings,24.0,30,52,33,49,-3.10,-0.15,-3.25,104.2,107.2,-3.0,101.8,.296,.018,.533,,.497,15.5,29.9,.213,,.504,16.5,66.0,.287,,Kemper Arena,"305,665","7,455",1982
20,Dallas Mavericks,24.4,28,54,29,53,-4.43,-0.06,-4.48,105.9,110.4,-4.5,98.5,.328,.026,.519,,.473,13.7,33.9,.241,,.510,14.5,66.8,.266,,Reunion Arena,"380,484","9,280",1982
21,Utah Jazz,24.9,25,57,27,55,-5.66,0.03,-5.63,106.2,111.7,-5.5,103.9,.306,.013,.538,,.496,14.5,30.6,.230,,.513,14.1,65.3,.244,,Salt Palace,"311,779","7,353",1982
22,San Diego Clippers,25.4,17,65,23,59,-7.39,0.34,-7.05,106.6,113.8,-7.2,101.4,.330,.048,.547,,.507,16.2,33.2,.238,,.529,13.9,68.0,.280,,San Diego Sports Arena,"225,036","5,489",1982
23,Cleveland Cavaliers,26.1,15,67,20,62,-8.51,0.74,-7.77,103.3,111.8,-8.5,99.3,.297,.019,.510,,.466,13.7,32.0,.222,,.515,14.7,65.9,.271,,Coliseum at Richfield,"232,421","5,742",1982
,League Average,26.1,,,41,41,0.00,0.00,0.00,106.9,106.9,,100.9,.324,.026,.539,,.495,15.0,33.0,.241,,.495,15.0,67.0,.241,,,"429,808","10,158",1982
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,1983
1,Philadelphia 76ers*,26.7,65,17,60,22,7.67,-0.14,7.53,108.3,100.9,+7.4,102.7,.367,.015,.549,,.501,16.3,37.1,.273,,.464,15.8,66.2,.217,,The Spectrum,"612,203","15,351",1983
2,Los Angeles Lakers*,26.9,58,24,55,27,5.55,-0.49,5.06,110.5,105.2,+5.3,103.8,.270,.013,.561,,.528,15.9,36.3,.199,,.494,15.5,65.3,.191,,The Forum,"598,739","14,603",1983
3,Boston Celtics*,27.3,56,26,55,27,5.35,-0.01,5.34,106.9,101.8,+5.1,104.0,.311,.025,.536,,.494,15.2,34.7,.229,,.473,16.0,68.1,.236,,Boston Garden,"621,829","15,320",1983
4,Phoenix Suns*,26.6,53,29,54,28,5.06,-0.45,4.61,105.1,100.1,+5.0,101.6,.306,.022,.540,,.499,16.0,32.0,.227,,.458,15.9,67.5,.235,,Arizona Veterans Memorial Coliseum,"465,603","11,356",1983
5,Milwaukee Bucks*,28.1,51,31,53,29,4.40,-0.08,4.32,105.8,101.4,+4.4,100.0,.322,.024,.537,,.491,15.1,31.8,.243,,.459,15.5,65.5,.228,,MECCA Arena,"425,572","10,380",1983
6,San Antonio Spurs*,27.2,53,29,50,32,3.66,-0.56,3.10,110.1,106.6,+3.5,103.3,.336,.042,.556,,.510,15.1,35.3,.257,,.489,14.4,69.1,.228,,HemisFair Arena,"379,876","9,265",1983
7,Seattle SuperSonics*,27.4,48,34,49,33,3.21,-0.33,2.88,105.9,102.8,+3.1,103.2,.338,.019,.539,,.496,15.5,32.5,.247,,.464,14.3,66.2,.210,,,"539,622",,1983
8,New Jersey Nets*,25.2,49,33,49,33,2.77,0.01,2.77,101.6,98.9,+2.7,104.0,.322,.021,.532,,.494,18.7,36.8,.227,,.481,18.9,68.8,.251,,Brendan Byrne Arena,"530,801","12,946",1983
9,New York Knicks*,26.5,44,38,48,34,2.45,0.13,2.58,102.4,99.9,+2.5,97.0,.336,.019,.526,,.484,16.2,31.6,.239,,.478,18.1,67.8,.257,,Madison Square Garden (IV),"438,823","10,703",1983
10,Portland Trail Blazers*,25.5,46,36,47,35,2.13,-0.25,1.88,106.0,103.9,+2.1,101.0,.353,.021,.535,,.488,15.4,33.3,.260,,.490,16.0,67.9,.218,,Memorial Coliseum,"483,974","11,786",1983
11,Kansas City Kings,24.5,45,37,45,37,1.45,-0.41,1.04,106.2,104.9,+1.3,106.6,.338,.029,.542,,.500,16.4,34.3,.246,,.490,16.8,65.8,.291,,Kemper Arena,"309,597","7,772",1983
12,Denver Nuggets*,27.2,45,37,42,40,0.62,-0.36,0.27,109.7,109.1,+0.6,112.1,.337,.016,.550,,.495,14.0,31.0,.272,,.509,15.1,64.8,.220,,McNichols Sports Arena,"491,253","11,982",1983
13,Washington Bullets,25.8,42,40,41,41,-0.13,0.33,0.20,99.1,99.3,-0.2,99.4,.292,.034,.511,,.473,16.6,30.4,.206,,.471,16.2,68.6,.214,,Capital Centre,"368,281","8,983",1983
14,Detroit Pistons,24.6,37,45,40,42,-0.40,0.24,-0.17,105.4,105.8,-0.4,105.8,.340,.036,.529,,.481,15.1,33.6,.253,,.496,15.4,66.2,.214,,Pontiac Silverdome,"482,571","11,770",1983
15,Dallas Mavericks,24.2,38,44,40,42,-0.41,-0.29,-0.70,109.4,109.8,-0.4,102.8,.326,.025,.535,,.489,13.5,34.8,.245,,.506,14.0,66.2,.228,,Reunion Arena,"487,155","11,882",1983
16,Atlanta Hawks*,26.6,43,39,38,44,-0.95,0.23,-0.72,102.2,103.2,-1.0,98.9,.295,.026,.516,,.472,15.0,30.7,.222,,.473,15.2,65.1,.223,,Omni Coliseum,"292,126","7,125",1983
17,Golden State Warriors,24.7,30,52,32,50,-3.62,0.14,-3.48,103.9,107.4,-3.5,104.0,.293,.020,.526,,.485,15.9,33.9,.216,,.513,16.9,64.6,.241,,Oakland-Alameda County Coliseum Arena,"341,365","8,326",1983
18,Utah Jazz,25.8,30,52,30,52,-4.20,-0.03,-4.22,101.2,105.1,-3.9,107.3,.332,.025,.531,,.483,16.7,29.0,.251,,.481,15.2,63.9,.208,,Salt Palace,"355,219","8,664",1983
19,Chicago Bulls,24.5,28,54,29,53,-4.89,0.48,-4.41,103.4,108.0,-4.6,106.1,.365,.028,.532,,.483,16.9,34.0,.269,,.498,14.3,67.9,.237,,Chicago Stadium,"296,411","7,230",1983
20,San Diego Clippers,24.8,25,57,29,53,-4.83,0.22,-4.61,104.7,109.3,-4.6,103.0,.288,.034,.518,,.479,15.7,37.1,.208,,.531,17.6,65.8,.284,,San Diego Sports Arena,"195,883","4,778",1983
21,Indiana Pacers,24.9,20,62,27,55,-5.85,0.49,-5.36,103.8,109.4,-5.6,103.9,.247,.031,.520,,.483,15.2,33.6,.187,,.520,16.4,65.5,.249,,Market Square Arena,"188,642","4,601",1983
22,Cleveland Cavaliers,26.4,23,59,22,60,-7.44,0.66,-6.78,99.2,106.8,-7.6,97.6,.283,.017,.506,,.467,16.4,33.0,.204,,.492,13.8,71.3,.258,,Coliseum at Richfield,"160,537","3,916",1983
23,Houston Rockets,29.0,14,68,14,68,-11.60,0.48,-11.12,97.0,108.3,-11.3,102.2,.260,.036,.491,,.453,15.9,30.8,.188,,.505,15.4,65.4,.246,,The Summit,"291,315","7,105",1983
,League Average,26.2,,,41,41,0.00,0.00,0.00,104.7,104.7,,103.1,.315,.025,.531,,.488,15.8,33.4,.233,,.488,15.8,66.6,.233,,,"406,843","9,799",1983
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,1984
1,Boston Celtics*,28.0,62,20,57,25,6.56,-0.14,6.42,110.9,104.4,+6.5,99.7,.333,.032,.554,,.504,14.6,34.2,.264,,.475,13.8,69.7,.225,,Boston Garden,"606,857","14,890",1984
2,Milwaukee Bucks*,28.4,50,32,52,30,4.16,-0.12,4.04,107.8,103.6,+4.2,96.9,.338,.033,.541,,.497,15.0,33.7,.250,,.459,14.7,65.6,.266,,MECCA Arena,"393,301","9,593",1984
3,New York Knicks*,27.2,47,35,51,31,3.84,-0.05,3.79,107.0,103.1,+3.9,99.0,.367,.024,.552,,.499,16.7,33.4,.284,,.491,17.8,68.1,.281,,Madison Square Garden (IV),"487,649","12,100",1984
4,Los Angeles Lakers*,27.5,54,28,50,32,3.76,-0.44,3.32,110.9,107.3,+3.6,103.7,.313,.031,.574,,.536,16.1,33.7,.236,,.487,14.3,66.6,.232,,The Forum,"622,401","15,181",1984
5,Portland Trail Blazers*,25.8,48,34,50,32,3.55,-0.42,3.13,111.2,107.7,+3.5,101.1,.367,.018,.556,,.507,15.1,36.4,.277,,.518,17.0,67.4,.259,,Memorial Coliseum,"518,306","12,642",1984
6,Detroit Pistons*,25.4,49,33,50,32,3.59,-0.06,3.52,111.5,108.1,+3.4,103.8,.322,.018,.532,,.482,12.7,36.7,.250,,.500,14.8,67.7,.263,,Pontiac Silverdome,"652,865","15,924",1984
7,Philadelphia 76ers*,27.7,52,30,47,35,2.20,0.20,2.39,106.8,104.6,+2.2,99.6,.396,.016,.551,,.497,16.9,34.6,.299,,.484,16.0,65.9,.246,,The Spectrum,"588,139","14,345",1984
8,New Jersey Nets*,25.5,45,37,44,38,1.10,0.17,1.27,106.1,105.0,+1.1,103.0,.343,.032,.540,,.501,16.1,34.6,.240,,.494,17.0,67.8,.292,,Brendan Byrne Arena,"499,496","12,182",1984
9,Utah Jazz*,26.9,45,37,44,38,1.13,-0.32,0.81,109.0,108.0,+1.0,104.9,.374,.044,.559,,.505,15.2,30.8,.292,,.479,13.9,63.4,.229,,Salt Palace,"400,065","10,347",1984
10,Phoenix Suns*,27.2,41,41,43,39,0.89,-0.24,0.65,108.9,108.0,+0.9,101.4,.305,.040,.556,,.514,15.1,31.4,.232,,.501,15.3,68.3,.277,,Arizona Veterans Memorial Coliseum,"445,788","10,873",1984
11,Dallas Mavericks*,24.7,43,39,42,40,0.43,-0.27,0.15,110.0,109.6,+0.4,99.0,.325,.025,.547,,.503,13.6,31.7,.245,,.503,14.4,65.7,.232,,Reunion Arena,"538,162","13,126",1984
12,Seattle SuperSonics*,27.1,42,40,41,41,-0.17,-0.17,-0.34,107.9,108.1,-0.2,99.7,.347,.020,.543,,.490,14.3,30.7,.271,,.492,13.8,66.6,.226,,,"425,307",,1984
13,San Antonio Spurs,27.4,37,45,40,42,-0.27,-0.23,-0.50,111.2,111.4,-0.2,106.5,.337,.034,.556,,.511,14.0,33.4,.255,,.508,13.7,66.2,.233,,HemisFair Arena,"375,900","9,168",1984
14,Denver Nuggets*,27.0,38,44,38,44,-1.10,-0.17,-1.27,111.3,112.3,-1.0,110.5,.337,.032,.553,,.498,12.8,29.3,.276,,.522,14.6,66.6,.277,,McNichols Sports Arena,"462,407","11,278",1984
15,Atlanta Hawks*,26.6,40,42,37,45,-1.29,0.22,-1.08,105.5,106.9,-1.4,95.3,.355,.016,.529,,.476,14.4,31.6,.270,,.482,15.1,65.2,.268,,Omni Coliseum,"286,049","6,977",1984
16,Kansas City Kings*,26.2,38,44,37,45,-1.48,-0.15,-1.62,106.5,108.0,-1.5,102.9,.345,.026,.542,,.490,15.3,32.4,.268,,.505,16.1,66.9,.266,,Kemper Arena,"370,270","9,031",1984
17,Houston Rockets,26.8,29,53,33,49,-3.09,-0.04,-3.12,105.3,108.2,-2.9,104.7,.284,.020,.535,,.497,15.6,32.8,.210,,.486,14.1,67.5,.285,,The Summit,"425,755","10,384",1984
18,Washington Bullets*,26.2,35,47,33,49,-2.89,0.53,-2.36,104.2,107.2,-3.0,97.4,.319,.041,.535,,.489,15.5,30.1,.241,,.492,13.7,69.7,.239,,Capital Centre,"317,447","7,743",1984
19,San Diego Clippers,25.5,30,52,33,49,-3.26,0.04,-3.21,109.2,112.4,-3.2,101.1,.331,.017,.541,,.498,15.3,37.7,.244,,.513,12.9,68.2,.236,,San Diego Sports Arena,"218,534","5,330",1984
20,Golden State Warriors,25.6,37,45,32,50,-3.40,0.05,-3.35,105.5,108.8,-3.3,103.3,.342,.030,.520,,.471,14.9,35.6,.254,,.519,17.0,64.2,.250,,Oakland-Alameda County Coliseum Arena,"316,844","7,728",1984
21,Cleveland Cavaliers,25.4,28,54,30,52,-4.26,0.55,-3.71,104.1,108.5,-4.4,97.4,.301,.023,.512,,.468,14.0,33.5,.224,,.490,13.2,70.8,.280,,Coliseum at Richfield,"208,094","5,075",1984
22,Indiana Pacers,24.4,26,56,28,54,-4.82,0.57,-4.25,101.8,106.5,-4.7,102.1,.297,.029,.531,,.487,15.9,28.1,.228,,.497,16.2,66.8,.255,,Market Square Arena,"410,626","10,015",1984
23,Chicago Bulls,24.4,27,55,28,54,-5.18,0.50,-4.69,102.4,107.5,-5.1,99.8,.360,.017,.526,,.475,16.3,32.3,.268,,.497,15.6,67.2,.266,,Chicago Stadium,"256,430","6,254",1984
,League Average,26.4,,,41,41,0.00,0.00,0.00,107.6,107.6,,101.4,.336,.027,.543,,.495,15.0,33.0,.255,,.495,15.0,67.0,.255,,,"427,247","10,449",1984
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,1985
1,Los Angeles Lakers*,27.4,62,20,58,24,7.35,-0.87,6.48,114.1,107.0,+7.1,103.2,.308,.041,.589,,.551,15.7,33.8,.235,,.485,13.7,67.1,.220,,The Forum,"610,361","14,887",1985
2,Milwaukee Bucks*,25.7,59,23,58,24,6.85,-0.16,6.69,110.5,103.6,+6.9,99.7,.341,.041,.545,,.497,14.2,35.4,.258,,.467,16.1,65.6,.290,,MECCA Arena,"422,924","10,315",1985
3,Boston Celtics*,28.5,63,19,57,25,6.65,-0.18,6.47,112.8,106.3,+6.5,101.6,.315,.042,.564,,.515,13.8,32.8,.254,,.481,12.6,70.4,.198,,Boston Garden,"610,547","14,890",1985
4,Philadelphia 76ers*,27.9,58,24,51,31,4.10,0.07,4.17,111.3,107.3,+4.0,100.8,.412,.032,.561,,.497,16.0,37.4,.331,,.494,15.7,66.6,.259,,The Spectrum,"575,415","14,035",1985
5,Portland Trail Blazers*,25.2,42,40,49,33,3.40,-0.60,2.80,110.4,107.1,+3.3,103.6,.362,.027,.554,,.506,14.8,33.9,.271,,.497,15.9,64.5,.232,,Memorial Coliseum,"519,306","12,666",1985
6,Detroit Pistons*,26.9,46,36,47,35,2.49,0.24,2.73,109.6,107.2,+2.4,105.0,.283,.025,.529,,.483,13.0,35.4,.223,,.501,14.9,69.6,.245,,Pontiac Silverdome,"691,550","17,130",1985
7,Denver Nuggets*,28.3,52,30,47,35,2.44,-0.39,2.05,110.7,108.4,+2.3,107.6,.322,.029,.540,,.491,13.2,33.6,.253,,.516,17.0,66.1,.275,,McNichols Sports Arena,"448,546","10,940",1985
8,Dallas Mavericks*,25.0,44,38,47,35,2.17,-0.37,1.80,111.5,109.3,+2.2,98.8,.319,.061,.549,,.499,12.5,30.7,.253,,.510,14.2,68.8,.221,,Reunion Arena,"683,916","16,681",1985
9,Houston Rockets*,25.3,48,34,45,37,1.72,-0.34,1.38,107.9,106.3,+1.6,102.2,.304,.025,.540,,.507,16.0,37.4,.213,,.487,15.2,67.4,.259,,The Summit,"553,014","13,488",1985
10,San Antonio Spurs*,28.1,41,41,43,39,0.91,-0.29,0.63,109.9,109.0,+0.9,103.9,.357,.028,.565,,.517,15.6,33.2,.272,,.501,15.0,68.5,.269,,HemisFair Arena,"351,950","8,584",1985
11,New Jersey Nets*,26.5,42,40,42,40,0.23,0.41,0.64,107.9,107.7,+0.2,101.1,.300,.030,.532,,.493,13.8,33.9,.219,,.505,15.6,68.2,.263,,Brendan Byrne Arena,"502,177","12,243",1985
12,Utah Jazz*,27.0,41,41,41,41,-0.11,-0.22,-0.33,103.3,103.4,-0.1,105.1,.333,.042,.534,,.483,15.8,29.0,.257,,.469,15.7,65.3,.238,,Salt Palace,"371,829","8,910",1985
13,Washington Bullets*,27.1,40,42,40,42,-0.27,0.42,0.15,104.3,104.6,-0.3,100.3,.269,.054,.524,,.486,13.4,27.5,.200,,.491,15.3,68.2,.226,,Capital Centre,"383,098","9,344",1985
14,Chicago Bulls*,25.2,38,44,39,43,-0.84,0.34,-0.50,108.7,109.6,-0.9,99.4,.366,.023,.556,,.502,15.4,32.2,.287,,.495,13.8,67.5,.257,,Chicago Stadium,"487,297","11,885",1985
15,Atlanta Hawks,25.5,34,48,37,45,-1.45,0.31,-1.14,105.9,107.3,-1.4,99.8,.333,.033,.536,,.489,15.3,32.5,.250,,.485,15.2,63.8,.249,,Omni Coliseum,"290,746","8,479",1985
16,Phoenix Suns*,26.4,36,46,35,47,-2.11,-0.23,-2.34,104.7,106.8,-2.1,102.5,.319,.043,.544,,.497,16.3,29.8,.246,,.498,15.0,68.3,.240,,Arizona Veterans Memorial Coliseum,"478,788","11,678",1985
17,Kansas City Kings,26.1,31,51,34,48,-2.67,-0.04,-2.71,109.5,112.1,-2.6,104.4,.357,.033,.559,,.508,15.9,34.0,.278,,.514,14.2,66.6,.262,,Kemper Arena,"262,813","6,410",1985
18,Cleveland Cavaliers*,26.6,36,46,34,48,-2.76,0.48,-2.27,106.0,108.7,-2.7,101.9,.338,.045,.526,,.478,14.1,32.9,.254,,.483,13.7,66.9,.265,,Coliseum at Richfield,"324,004","7,903",1985
19,Los Angeles Clippers,27.3,31,51,30,52,-4.49,-0.07,-4.55,105.8,110.2,-4.4,101.0,.310,.026,.543,,.499,16.4,33.7,.235,,.495,12.7,66.1,.210,,Los Angeles Memorial Sports Arena,"384,519","9,379",1985
