0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Year
10,Detroit Pistons*,30.1,48,34,47,35,2.04,0.01,2.06,107.5,105.3,+2.2,91.6,.307,.077,.520,,.477,13.5,34.9,.228,,.468,12.5,68.5,.204,,The Palace of Auburn Hills,"879,614","21,454",1992
11,Seattle SuperSonics*,27.3,47,35,46,36,1.88,-0.02,1.86,110.7,108.8,+1.9,95.4,.317,.091,.538,,.489,14.0,36.5,.249,,.491,14.2,66.8,.269,,Seattle Center Coliseum,"588,928","12,006",1992
12,Indiana Pacers*,26.4,40,42,46,36,1.89,-0.04,1.85,111.7,109.9,+1.8,99.0,.334,.133,.566,,.518,14.7,31.8,.264,,.483,12.8,67.4,.270,,Market Square Arena,"517,352","12,618",1992
13,Los Angeles Clippers*,27.3,45,37,44,38,1.07,0.03,1.10,105.8,104.7,+1.1,96.5,.314,.071,.524,,.483,13.6,31.6,.226,,.475,14.9,67.5,.244,,Los Angeles Memorial Sports Arena,"500,200","12,200",1992
14,Los Angeles Lakers*,28.3,43,39,38,44,-1.10,0.15,-0.95,107.7,108.9,-1.2,92.5,.327,.064,.516,,.465,12.0,32.7,.250,,.493,13.8,64.0,.187,,Great Western Forum,"699,240","17,055",1992
15,Philadelphia 76ers,27.6,35,47,37,45,-1.27,-0.07,-1.34,108.3,109.7,-1.4,93.7,.335,.101,.539,,.488,13.8,30.9,.260,,.496,13.0,66.4,.192,,The Spectrum,"574,137","14,003",1992
16,Atlanta Hawks,27.2,38,44,37,45,-1.50,0.35,-1.15,107.3,108.9,-1.6,97.8,.277,.090,.519,,.481,13.0,33.6,.203,,.497,13.2,68.3,.209,,Omni Coliseum,"511,803","12,483",1992
17,New Jersey Nets*,25.6,40,42,36,46,-1.70,0.15,-1.54,107.0,108.7,-1.7,98.0,.265,.088,.510,,.473,14.1,39.1,.194,,.488,14.1,66.3,.247,,Brendan Byrne Arena,"517,356","12,618",1992
18,Houston Rockets,28.0,42,40,36,46,-1.72,-0.22,-1.94,106.2,108.0,-1.8,95.1,.293,.139,.537,,.499,15.0,30.9,.216,,.477,12.5,66.4,.209,,The Summit,"592,790","14,458",1992
19,Milwaukee Bucks,30.2,31,51,36,46,-1.71,0.26,-1.46,108.8,110.6,-1.8,95.5,.292,.139,.529,,.486,14.2,35.9,.221,,.514,15.3,65.0,.237,,Bradley Center,"635,515","15,500",1992
20,Charlotte Hornets,25.2,31,51,31,51,-3.90,0.33,-3.57,107.1,110.9,-3.8,101.7,.286,.049,.527,,.485,13.0,31.1,.216,,.510,14.1,65.4,.222,,Charlotte Coliseum,"971,618","23,698",1992
21,Miami Heat*,24.4,38,44,30,52,-4.21,0.27,-3.94,106.7,110.9,-4.2,97.7,.330,.106,.532,,.479,14.6,33.0,.260,,.508,13.9,67.6,.235,,Miami Arena,"613,583","14,965",1992
22,Washington Bullets,26.1,25,57,29,53,-4.46,0.11,-4.35,103.9,108.4,-4.5,97.7,.268,.074,.514,,.471,13.3,28.9,.208,,.493,14.0,66.2,.235,,Capital Centre,"505,988","12,372",1992
23,Sacramento Kings,25.1,29,53,26,56,-6.06,0.44,-5.63,103.9,109.9,-6.0,99.6,.301,.094,.525,,.482,14.3,28.5,.225,,.493,13.9,64.2,.233,,ARCO Arena (II),"697,574","17,014",1992
24,Orlando Magic,26.6,21,61,23,59,-6.91,0.40,-6.52,103.5,110.5,-7.0,98.0,.319,.086,.514,,.467,14.6,32.4,.238,,.502,13.5,67.8,.260,,Orlando Arena,"621,191","15,151",1992
25,Minnesota Timberwolves,26.4,15,67,23,59,-7.05,0.20,-6.85,105.0,112.4,-7.4,95.1,.253,.054,.505,,.467,12.4,31.5,.188,,.497,13.0,62.3,.244,,Target Center,"769,035","18,757",1992
26,Denver Nuggets,25.7,24,58,21,61,-7.87,0.28,-7.59,100.7,108.6,-7.9,98.6,.280,.057,.493,,.451,14.9,34.8,.207,,.494,14.7,68.0,.279,,McNichols Sports Arena,"534,323","13,105",1992
27,Dallas Mavericks,28.2,22,60,21,61,-7.65,0.18,-7.47,103.0,111.1,-8.1,94.4,.281,.112,.501,,.458,13.1,31.2,.211,,.483,11.5,67.8,.259,,Reunion Arena,"634,380","15,473",1992
,League Average,27.2,,,41,41,0.00,0.00,0.00,108.2,108.2,,96.6,.305,.087,.531,,.487,13.6,32.9,.232,,.487,13.6,67.1,.232,,,"642,339","15,610",1992
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,1993
1,Seattle SuperSonics*,27.7,55,27,59,23,7.07,-0.42,6.66,112.3,104.9,+7.4,96.0,.316,.085,.546,,.502,13.5,35.5,.241,,.489,16.4,67.7,.260,,Seattle Center Coliseum,"646,589","13,453",1993
2,Chicago Bulls*,28.1,57,25,58,24,6.29,-0.10,6.19,112.9,106.1,+6.8,92.5,.271,.093,.535,,.499,12.0,36.3,.199,,.493,15.4,68.7,.239,,Chicago Stadium,"759,656","18,528",1993
3,Cleveland Cavaliers*,28.8,54,28,58,24,6.45,-0.15,6.30,112.7,106.0,+6.7,94.8,.308,.108,.565,,.518,12.5,28.1,.247,,.482,13.1,69.1,.185,,Coliseum at Richfield,"751,465","18,329",1993
4,Phoenix Suns*,28.2,62,20,57,25,6.66,-0.39,6.27,113.3,106.7,+6.6,99.8,.358,.154,.566,,.521,14.2,33.0,.270,,.496,13.9,69.2,.206,,America West Arena,"779,943","19,023",1993
5,New York Knicks*,28.3,60,22,58,24,6.16,-0.29,5.87,106.1,99.7,+6.4,94.5,.336,.088,.526,,.479,14.1,33.1,.249,,.444,14.9,72.1,.294,,Madison Square Garden (IV),"804,840","19,630",1993
6,Houston Rockets*,27.4,55,27,53,29,4.23,-0.66,3.57,109.6,105.2,+4.4,94.4,.310,.159,.557,,.515,14.5,30.0,.235,,.474,13.4,68.5,.201,,The Summit,"554,210","13,492",1993
7,Portland Trail Blazers*,28.2,51,31,49,33,3.11,-0.19,2.92,108.3,105.2,+3.1,99.1,.347,.115,.526,,.476,12.6,32.7,.259,,.488,14.8,71.0,.237,,Memorial Coliseum,"528,408","12,888",1993
8,San Antonio Spurs*,27.5,49,33,48,34,2.67,-0.46,2.21,109.6,106.8,+2.8,95.4,.347,.102,.555,,.507,13.6,27.8,.265,,.477,12.3,70.1,.221,,HemisFair Arena,"658,337","16,057",1993
9,Utah Jazz*,29.3,47,35,47,35,2.17,-0.43,1.74,109.6,107.4,+2.2,96.5,.365,.061,.550,,.498,13.8,31.0,.279,,.487,13.9,68.7,.250,,Delta Center,"815,892","19,900",1993
10,Indiana Pacers*,26.8,41,41,46,36,1.70,0.08,1.77,111.9,110.1,+1.8,96.0,.342,.112,.547,,.498,13.5,34.2,.262,,.485,12.7,67.4,.281,,Market Square Arena,"530,891","12,949",1993
11,Orlando Magic,25.8,41,41,45,37,1.32,0.03,1.35,108.5,107.1,+1.4,96.3,.372,.133,.554,,.509,15.5,31.4,.271,,.473,11.9,68.8,.232,,Orlando Arena,"621,191","15,151",1993
12,New Jersey Nets*,27.3,43,39,45,37,1.26,-0.05,1.20,106.5,105.2,+1.3,96.0,.319,.069,.522,,.473,14.4,35.5,.244,,.480,14.1,69.5,.240,,Brendan Byrne Arena,"620,416","15,132",1993
13,Boston Celtics*,28.6,48,34,43,39,0.89,0.04,0.93,108.7,107.8,+0.9,94.9,.270,.054,.536,,.495,12.9,31.2,.210,,.479,12.9,69.0,.251,,Boston Garden,"608,495","14,890",1993
14,Los Angeles Clippers*,26.7,41,41,42,40,0.35,-0.03,0.33,107.4,107.1,+0.3,99.1,.297,.067,.530,,.493,13.9,32.7,.213,,.489,15.1,66.7,.263,,Los Angeles Memorial Sports Arena,"532,625","12,991",1993
15,Charlotte Hornets*,25.7,44,38,40,42,-0.24,0.22,-0.02,109.5,109.7,-0.2,100.2,.329,.074,.547,,.499,13.8,31.3,.254,,.487,12.6,65.0,.201,,Charlotte Coliseum,"971,880","23,704",1993
16,Atlanta Hawks*,27.1,43,39,39,43,-0.87,0.20,-0.67,109.3,110.2,-0.9,97.6,.305,.148,.534,,.493,14.0,34.8,.227,,.516,14.6,68.5,.224,,Omni Coliseum,"491,229","11,981",1993
17,Golden State Warriors,25.0,34,48,38,44,-0.99,0.05,-0.94,109.2,110.2,-1.0,99.5,.342,.118,.543,,.502,14.9,34.2,.245,,.501,14.0,67.0,.261,,Oakland-Alameda County Coliseum Arena,"616,025","15,025",1993
18,Miami Heat,25.2,36,46,38,44,-1.15,0.21,-0.93,107.7,108.9,-1.2,94.6,.361,.137,.535,,.481,13.9,31.9,.279,,.495,14.2,69.8,.274,,Miami Arena,"614,915","14,998",1993
19,Los Angeles Lakers*,28.0,39,43,38,44,-1.27,0.06,-1.20,107.6,108.9,-1.3,96.2,.329,.090,.534,,.486,13.7,31.4,.249,,.500,14.3,66.4,.215,,Great Western Forum,"633,655","15,455",1993
20,Detroit Pistons,29.9,40,42,37,45,-1.39,0.29,-1.10,107.4,108.9,-1.5,93.2,.271,.126,.511,,.473,12.5,34.6,.198,,.500,13.5,67.8,.212,,The Palace of Auburn Hills,"889,614","21,698",1993
21,Denver Nuggets,24.8,36,46,36,46,-1.74,-0.40,-2.14,104.6,106.3,-1.7,99.8,.324,.062,.518,,.470,14.5,33.6,.245,,.476,13.9,68.9,.263,,McNichols Sports Arena,"586,407","14,303",1993
22,Sacramento Kings,26.5,25,57,33,49,-3.17,0.17,-3.00,106.5,109.6,-3.1,100.8,.337,.108,.530,,.481,14.1,30.7,.257,,.502,15.1,66.7,.292,,ARCO Arena (II),"709,997","17,317",1993
23,Milwaukee Bucks,26.9,28,54,31,51,-3.73,0.47,-3.26,106.2,110.1,-3.9,96.1,.301,.135,.535,,.495,14.8,30.5,.223,,.502,15.7,62.5,.266,,Bradley Center,"660,939","16,125",1993
24,Philadelphia 76ers,27.1,26,56,26,56,-5.77,0.51,-5.25,104.6,110.4,-5.8,98.5,.319,.133,.530,,.479,14.4,28.1,.251,,.504,13.3,65.9,.188,,The Spectrum,"515,284","12,568",1993
25,Washington Bullets,26.1,22,60,23,59,-7.04,0.55,-6.49,103.6,110.8,-7.2,97.7,.298,.082,.523,,.480,14.2,28.8,.223,,.510,13.6,67.1,.219,,Capital Centre,"558,966","13,772",1993
26,Minnesota Timberwolves,25.8,19,63,21,61,-7.78,0.16,-7.62,103.6,111.8,-8.2,93.8,.344,.087,.535,,.479,15.9,28.7,.275,,.503,13.5,66.3,.269,,Target Center,"754,593","18,405",1993
27,Dallas Mavericks,24.9,11,71,10,72,-15.20,0.52,-14.68,99.5,114.7,-15.2,99.5,.299,.115,.495,,.455,15.1,31.1,.210,,.519,13.5,68.1,.347,,Reunion Arena,"554,724","13,530",1993
,League Average,27.1,,,41,41,0.00,0.00,0.00,108.0,108.0,,96.8,.323,.104,.536,,.491,14.0,32.0,.243,,.491,14.0,68.0,.243,,,"658,192","15,999",1993
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,1994
1,Seattle SuperSonics*,28.1,63,19,64,18,9.09,-0.41,8.68,111.1,101.5,+9.6,95.1,.344,.105,.547,,.501,13.7,34.4,.256,,.479,18.2,67.3,.272,,Seattle Center Coliseum,"601,369","14,668",1994
2,New York Knicks*,28.9,57,25,60,22,6.99,-0.50,6.48,105.7,98.2,+7.5,92.8,.311,.135,.527,,.483,15.1,34.4,.232,,.451,16.0,71.4,.261,,Madison Square Garden (IV),"810,193","19,763",1994
3,San Antonio Spurs*,29.0,55,27,56,26,5.26,-0.21,5.05,110.4,104.6,+5.8,90.1,.322,.107,.537,,.494,13.6,35.6,.239,,.467,11.7,70.5,.196,,Alamodome,"904,190","22,053",1994
4,Atlanta Hawks*,28.7,57,25,56,26,5.27,-0.33,4.94,107.2,101.7,+5.5,94.2,.294,.118,.523,,.480,13.6,34.6,.221,,.475,16.0,67.7,.185,,Omni Coliseum,"537,547","13,338",1994
5,Phoenix Suns*,28.7,56,26,54,28,4.84,-0.17,4.68,111.7,106.8,+4.9,96.7,.325,.147,.548,,.509,13.9,35.2,.236,,.493,13.5,69.3,.202,,America West Arena,"779,952","19,023",1994
6,Utah Jazz*,29.4,53,29,53,29,4.22,-0.12,4.10,108.6,104.1,+4.5,93.1,.354,.083,.537,,.490,13.3,31.3,.262,,.469,14.6,68.4,.267,,Delta Center,"814,502","19,866",1994
7,Houston Rockets*,28.1,58,24,53,29,4.32,-0.12,4.19,105.9,101.4,+4.5,95.0,.294,.191,.545,,.507,15.0,27.6,.218,,.458,13.3,69.7,.192,,The Summit,"615,227","15,005",1994
8,Cleveland Cavaliers*,27.9,47,35,52,30,4.02,-0.39,3.64,109.4,105.1,+4.3,91.7,.335,.121,.537,,.487,12.8,31.8,.258,,.484,14.5,69.0,.215,,Coliseum at Richfield,"753,686","18,383",1994
9,Orlando Magic*,25.8,50,32,52,30,3.89,-0.21,3.68,110.8,106.7,+4.1,95.2,.341,.165,.547,,.514,14.4,33.8,.231,,.479,13.3,66.3,.214,,Orlando Arena,"626,931","15,291",1994
10,Indiana Pacers*,27.2,47,35,51,31,3.45,-0.19,3.26,107.8,104.2,+3.6,93.3,.366,.077,.547,,.500,16.0,34.4,.270,,.471,14.9,68.0,.267,,Market Square Arena,"531,812","13,264",1994
11,Chicago Bulls*,27.7,55,27,50,32,3.09,-0.22,2.87,106.1,102.7,+3.4,91.9,.273,.097,.526,,.493,14.6,33.8,.192,,.482,15.3,70.8,.225,,Chicago Stadium,"760,816","18,556",1994
12,Miami Heat*,26.0,42,40,48,34,2.67,-0.27,2.40,109.5,106.7,+2.8,93.8,.322,.145,.538,,.488,14.3,35.3,.253,,.479,14.5,69.1,.284,,Miami Arena,"617,242","15,055",1994
13,Portland Trail Blazers*,28.6,47,35,48,34,2.63,-0.04,2.60,108.1,105.5,+2.6,98.8,.323,.104,.518,,.472,12.5,34.4,.240,,.490,14.8,70.8,.235,,Memorial Coliseum,"528,408","12,888",1994
14,New Jersey Nets*,26.6,45,37,47,35,2.20,-0.08,2.11,107.2,104.9,+2.3,95.5,.351,.096,.515,,.461,12.7,34.0,.267,,.475,13.5,69.1,.212,,Brendan Byrne Arena,"658,304","16,056",1994
15,Golden State Warriors*,25.0,50,32,46,36,1.74,0.01,1.76,108.3,106.5,+1.8,99.1,.322,.120,.542,,.512,14.9,32.9,.214,,.488,14.7,64.4,.210,,Oakland-Alameda County Coliseum Arena,"616,025","15,025",1994
16,Denver Nuggets*,24.8,42,40,45,37,1.49,0.05,1.54,103.9,102.3,+1.6,96.1,.357,.088,.524,,.478,15.3,32.2,.256,,.453,13.4,69.6,.252,,McNichols Sports Arena,"673,738","16,433",1994
17,Charlotte Hornets,27.6,41,41,40,42,-0.22,-0.01,-0.23,108.4,108.6,-0.2,97.5,.301,.129,.543,,.500,13.6,29.2,.230,,.492,13.2,67.0,.205,,Charlotte Coliseum,"971,609","23,698",1994
18,Boston Celtics,27.8,32,50,29,53,-4.28,0.01,-4.28,104.2,108.7,-4.5,95.6,.284,.068,.521,,.482,13.5,29.3,.207,,.494,13.7,67.8,.238,,Boston Garden,"604,867","14,890",1994
19,Los Angeles Lakers,26.5,33,49,29,53,-4.29,0.36,-3.93,104.8,109.3,-4.5,95.5,.269,.110,.503,,.466,12.8,33.2,.193,,.492,14.3,63.2,.240,,Great Western Forum,"545,915","13,315",1994
20,Los Angeles Clippers,27.0,27,55,26,56,-5.72,0.44,-5.28,102.9,108.6,-5.7,99.6,.297,.116,.521,,.484,15.4,30.4,.211,,.494,14.0,64.1,.213,,Los Angeles Memorial Sports Arena,"471,034","11,390",1994
21,Sacramento Kings,26.7,28,54,26,56,-5.77,0.44,-5.32,103.3,109.2,-5.9,97.5,.326,.104,.516,,.471,14.2,30.4,.239,,.499,14.2,66.4,.252,,ARCO Arena (II),"710,497","17,329",1994
22,Milwaukee Bucks,26.1,20,62,24,58,-6.48,0.24,-6.24,102.5,109.3,-6.8,94.5,.320,.150,.512,,.471,14.7,31.1,.225,,.513,15.7,66.5,.254,,Bradley Center,"634,047","15,482",1994
23,Minnesota Timberwolves,26.2,20,62,23,59,-6.93,0.38,-6.55,101.9,109.2,-7.3,94.7,.352,.085,.525,,.471,16.4,30.1,.272,,.488,12.8,68.0,.259,,Target Center,"733,419","17,888",1994
24,Washington Bullets,25.8,24,58,22,60,-7.38,0.25,-7.13,104.5,112.2,-7.7,95.9,.317,.109,.529,,.484,15.3,31.2,.237,,.526,14.0,66.2,.206,,USAir Arena,"619,756","15,371",1994
25,Philadelphia 76ers,27.2,25,57,21,61,-7.62,0.25,-7.37,101.7,109.7,-8.0,95.7,.310,.138,.518,,.478,15.0,28.0,.221,,.502,12.8,66.6,.177,,The Spectrum,"491,769","12,425",1994
26,Detroit Pistons,27.5,20,62,21,61,-7.78,0.33,-7.46,102.7,110.9,-8.2,94.2,.244,.148,.511,,.477,13.7,28.4,.179,,.493,12.8,66.1,.262,,The Palace of Auburn Hills,"806,641","19,674",1994
27,Dallas Mavericks,25.3,13,69,19,63,-8.70,0.50,-8.19,100.4,109.6,-9.2,94.5,.275,.109,.492,,.449,15.0,33.7,.205,,.513,15.8,66.1,.283,,Reunion Arena,"526,414","12,839",1994
,League Average,27.3,,,41,41,0.00,0.00,0.00,106.3,106.3,,95.1,.315,.117,.528,,.485,14.3,32.2,.232,,.485,14.3,67.8,.232,,,"664,663","16,274",1994
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,1995
1,Utah Jazz*,29.6,60,22,61,21,7.99,-0.23,7.76,114.3,105.7,+8.6,92.6,.392,.126,.587,,.535,14.8,29.1,.306,,.496,15.5,72.5,.292,,Delta Center,"811,159","19,784",1995
2,Seattle SuperSonics*,28.7,57,25,61,21,8.18,-0.27,7.91,114.8,106.3,+8.5,95.5,.380,.194,.575,,.527,14.1,32.6,.288,,.492,16.1,68.7,.278,,Tacoma Dome,"633,604","15,454",1995
3,Orlando Magic*,26.6,57,25,59,23,7.06,-0.62,6.44,115.1,107.8,+7.3,95.1,.357,.205,.569,,.539,14.0,34.0,.239,,.490,13.3,68.4,.220,,Orlando Arena,"656,410","16,010",1995
4,San Antonio Spurs*,29.0,62,20,57,25,5.96,-0.06,5.90,111.7,105.4,+6.3,94.6,.372,.173,.562,,.516,13.8,30.9,.275,,.485,13.0,72.3,.214,,Alamodome,"920,413","22,449",1995
5,Chicago Bulls*,28.1,47,35,54,28,4.83,-0.51,4.32,109.5,104.3,+5.2,92.0,.308,.177,.546,,.509,14.5,32.9,.224,,.488,16.7,68.2,.263,,United Center,"926,218","22,591",1995
6,Phoenix Suns*,29.2,59,23,51,31,3.88,-0.02,3.86,114.5,110.4,+4.1,95.9,.338,.227,.567,,.524,12.7,29.7,.255,,.515,14.0,69.8,.228,,America West Arena,"779,943","19,023",1995
7,Portland Trail Blazers*,29.3,44,38,52,30,3.82,-0.02,3.80,109.7,105.7,+4.0,93.8,.313,.177,.521,,.483,13.0,37.1,.218,,.491,14.8,73.5,.277,,Memorial Coliseum,"529,759","12,888",1995
8,Indiana Pacers*,28.7,52,30,52,30,3.70,-0.34,3.35,109.6,105.6,+4.0,90.0,.383,.158,.557,,.507,15.5,32.8,.287,,.493,15.8,68.6,.237,,Market Square Arena,"654,428","15,962",1995
9,Charlotte Hornets*,28.0,50,32,50,32,3.28,-0.41,2.87,109.6,106.1,+3.5,91.2,.317,.219,.562,,.517,14.3,26.0,.247,,.485,13.8,68.5,.202,,Charlotte Coliseum,"971,618","23,698",1995
10,New York Knicks*,29.4,55,27,50,32,3.11,-0.33,2.78,107.2,103.8,+3.4,91.2,.331,.226,.550,,.508,15.1,28.6,.243,,.468,14.4,70.8,.281,,Madison Square Garden (IV),"810,283","19,763",1995
11,Houston Rockets*,28.5,47,35,47,35,2.12,0.20,2.32,109.7,107.4,+2.3,94.2,.310,.267,.568,,.529,15.0,26.9,.232,,.489,13.9,67.7,.199,,The Summit,"653,389","15,936",1995
12,Atlanta Hawks*,28.2,42,40,45,37,1.28,-0.22,1.06,106.6,105.2,+1.4,89.8,.292,.237,.525,,.487,13.9,31.6,.211,,.495,15.6,68.4,.215,,Omni Coliseum,"504,807","12,312",1995
13,Denver Nuggets*,26.6,41,41,43,39,0.84,0.11,0.96,109.1,108.2,+0.9,91.5,.357,.180,.556,,.511,15.6,32.0,.263,,.487,13.2,70.2,.257,,McNichols Sports Arena,"704,011","17,171",1995
14,Cleveland Cavaliers*,28.3,43,39,43,39,0.62,-0.07,0.55,105.3,104.6,+0.7,84.8,.317,.165,.520,,.472,14.2,31.8,.241,,.493,15.0,72.4,.224,,Gund Arena,"833,850","20,338",1995
15,Los Angeles Lakers*,25.9,48,34,40,42,-0.22,0.21,-0.01,109.1,109.4,-0.3,95.2,.292,.210,.539,,.500,13.4,31.3,.215,,.500,14.8,64.4,.224,,Great Western Forum,"591,125","14,418",1995
16,Sacramento Kings,26.4,39,43,38,44,-1.00,0.26,-0.74,105.5,106.5,-1.0,92.3,.359,.160,.538,,.496,16.2,32.1,.255,,.481,15.0,67.0,.280,,ARCO Arena (II),"709,997","17,317",1995
17,Miami Heat,27.1,32,50,36,46,-1.63,-0.21,-1.85,108.2,109.9,-1.7,92.9,.317,.175,.540,,.499,14.4,31.7,.233,,.510,14.9,68.7,.264,,Miami Arena,"598,761","14,604",1995
18,Boston Celtics*,27.2,35,47,36,46,-1.88,-0.04,-1.92,108.6,110.6,-2.0,94.0,.331,.144,.537,,.491,14.3,33.1,.249,,.512,13.6,68.6,.235,,Boston Garden,"606,070","14,869",1995
19,Dallas Mavericks,24.3,36,46,33,49,-2.90,0.51,-2.39,107.6,110.6,-3.0,94.7,.301,.163,.509,,.466,13.9,38.9,.221,,.519,13.7,69.8,.208,,Reunion Arena,"678,433","16,547",1995
20,New Jersey Nets,27.5,30,52,32,50,-3.13,-0.14,-3.28,105.2,108.6,-3.4,92.3,.342,.192,.519,,.467,14.4,33.3,.260,,.493,12.4,70.9,.217,,Brendan Byrne Arena,"684,102","16,685",1995
21,Milwaukee Bucks,25.7,34,48,29,53,-4.37,0.07,-4.30,106.2,110.9,-4.7,92.7,.343,.205,.537,,.496,15.5,31.3,.244,,.530,15.3,68.3,.230,,Bradley Center,"670,720","16,359",1995
22,Golden State Warriors,26.0,26,56,27,55,-5.41,0.51,-4.90,106.7,112.2,-5.5,97.9,.348,.233,.547,,.508,15.9,30.3,.245,,.522,13.9,66.5,.216,,Oakland-Alameda County Coliseum Arena,"616,025","15,025",1995
23,Philadelphia 76ers,25.1,24,58,27,55,-5.07,0.01,-5.06,104.1,109.7,-5.6,91.0,.323,.142,.521,,.475,15.3,32.3,.238,,.500,14.6,66.1,.235,,CoreStates Spectrum,"507,806","12,386",1995
24,Washington Bullets,24.5,21,61,26,56,-5.60,0.04,-5.56,105.4,111.3,-5.9,94.5,.292,.183,.529,,.492,14.3,29.3,.211,,.512,14.9,66.7,.262,,USAir Arena,"689,463","17,255",1995
25,Detroit Pistons,26.9,28,54,22,60,-7.29,0.21,-7.08,105.1,112.9,-7.8,93.2,.293,.210,.538,,.499,15.0,28.3,.217,,.510,14.2,65.8,.299,,The Palace of Auburn Hills,"719,090","17,539",1995
26,Los Angeles Clippers,24.9,17,65,18,64,-9.16,0.73,-8.43,101.5,111.1,-9.6,94.3,.302,.153,.508,,.468,14.6,29.6,.214,,.526,16.6,65.7,.290,,Los Angeles Memorial Sports Arena,"438,244","9,333",1995
27,Minnesota Timberwolves,25.4,21,61,18,64,-9.00,0.78,-8.22,102.6,112.4,-9.8,91.4,.379,.163,.532,,.475,16.2,27.7,.293,,.510,14.8,64.1,.280,,Target Center,"603,518","14,720",1995
,League Average,27.2,,,41,41,0.00,0.01,0.01,108.3,108.3,,92.9,.332,.188,.543,,.500,14.6,31.4,.245,,.500,14.6,68.6,.245,,,"685,305","16,736",1995
Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA,,Arena,Attend.,Attend./G,1996
1,Chicago Bulls*,29.9,72,10,70,12,12.24,-0.44,11.80,115.2,101.8,+13.4,91.1,.291,.196,.555,,.517,13.1,36.9,.217,,.482,16.1,71.1,.222,,United Center,"969,149","23,638",1996
2,Seattle SuperSonics*,29.6,64,18,61,21,7.79,-0.40,7.40,110.3,102.1,+8.2,93.8,.379,.249,.574,,.526,16.2,29.7,.288,,.479,16.7,69.5,.252,,KeyArena at Seattle Center,"697,301","17,007",1996
3,Utah Jazz*,29.5,55,27,59,23,6.59,-0.34,6.25,113.3,106.1,+7.2,90.0,.359,.158,.566,,.517,14.1,31.6,.276,,.489,15.1,71.7,.295,,Delta Center,"813,073","19,831",1996
4,San Antonio Spurs*,29.4,59,23,58,24,6.30,-0.33,5.98,110.2,103.5,+6.7,93.3,.342,.200,.558,,.516,13.6,27.5,.252,,.472,13.9,70.0,.216,,Alamodome,"782,701","19,791",1996
5,Orlando Magic*,27.7,60,22,56,26,5.56,-0.16,5.40,112.9,106.9,+6.0,91.8,.336,.248,.562,,.529,13.2,29.0,.232,,.491,14.0,68.8,.223,,Orlando Arena,"707,168","17,248",1996
6,Los Angeles Lakers*,27.1,53,29,53,29,4.45,-0.24,4.21,111.4,106.6,+4.8,92.4,.306,.203,.555,,.515,13.3,30.1,.228,,.491,14.9,66.8,.205,,Great Western Forum,"649,634","15,845",1996
7,Indiana Pacers*,29.4,52,30,50,32,3.24,-0.14,3.11,110.8,107.2,+3.6,89.3,.389,.157,.560,,.509,15.5,33.0,.294,,.491,14.7,69.3,.271,,Market Square Arena,"673,967","16,438",1996
8,Cleveland Cavaliers*,27.5,47,35,49,33,2.59,-0.09,2.49,109.9,106.7,+3.2,82.3,.296,.264,.551,,.510,13.7,28.6,.226,,.506,16.3,70.2,.242,,Gund Arena,"730,095","17,807",1996
9,Detroit Pistons*,26.8,46,36,49,33,2.50,-0.05,2.45,107.9,105.1,+2.8,87.7,.360,.221,.551,,.504,14.6,28.0,.271,,.483,13.7,71.7,.229,,The Palace of Auburn Hills,"730,573","17,819",1996
10,Portland Trail Blazers*,28.1,44,38,48,34,2.35,-0.14,2.21,106.0,103.5,+2.5,92.6,.347,.203,.528,,.494,15.2,33.4,.230,,.478,13.5,73.4,.236,,Rose Garden Arena,"848,055","20,684",1996
11,New York Knicks*,30.4,47,35,48,34,2.32,-0.08,2.24,106.0,103.5,+2.5,91.0,.306,.201,.550,,.509,14.9,25.5,.232,,.476,14.8,71.1,.251,,Madison Square Garden (IV),"810,283","19,763",1996
12,Houston Rockets*,29.0,48,34,46,36,1.74,-0.12,1.63,109.3,107.4,+1.9,93.2,.317,.265,.555,,.512,14.1,26.9,.243,,.495,13.6,68.6,.206,,The Summit,"667,840","16,293",1996
13,Miami Heat*,27.4,42,40,45,37,1.43,0.03,1.46,105.3,103.8,+1.5,91.1,.345,.230,.541,,.501,16.0,30.1,.245,,.469,14.8,71.8,.298,,Miami Arena,"606,088","14,783",1996
